1,7,2,3,6,4,5,0
7,0,2,3,4,5,6,1
1,7,0,3,5,4,6,2
7,6,4,5,1,2,0,3
3,7,6,5,1,2,0,4
3,7,6,4,1,2,0,5
3,7,5,4,1,0,2,6
3,1,4,5,6,2,0,7
