1,2,3,4,7,6,5,8,0
2,0,3,4,7,6,5,8,1
1,3,5,4,0,6,7,8,2
4,5,2,6,1,8,7,0,3
3,5,2,6,1,8,7,0,4
3,4,2,6,8,1,7,0,5
8,7,3,5,4,2,1,0,6
6,8,3,4,2,1,5,0,7
6,7,3,5,4,2,1,0,8
