1,2,3,4,19,18,20,17,5,21,12,6,7,15,13,14,16,8,10,11,9,0
3,0,2,4,5,17,19,18,20,6,12,21,7,13,15,14,8,16,9,10,11,1
1,0,3,4,5,17,19,6,18,20,12,7,21,13,15,8,9,14,10,16,11,2
1,2,0,4,19,17,18,5,20,21,12,6,7,13,15,14,8,16,11,9,10,3
5,17,1,3,0,2,6,12,18,7,19,20,21,13,15,8,14,16,9,10,11,4
6,4,7,17,1,2,12,3,0,8,18,9,19,13,20,10,11,21,15,16,14,5
5,7,4,12,8,9,17,10,11,1,13,2,16,18,14,3,0,15,21,19,20,6
6,12,8,10,11,9,5,17,13,4,16,14,15,18,21,1,20,19,2,3,0,7
10,11,9,7,6,12,16,13,14,5,17,15,4,18,21,20,1,19,2,3,0,8
8,11,10,7,6,12,16,5,13,14,17,4,15,18,21,1,2,20,3,19,0,9
8,9,11,7,16,12,13,6,14,15,17,5,4,18,21,20,1,19,0,2,3,10
8,9,10,7,16,13,14,12,6,15,17,5,4,21,18,20,19,1,3,0,2,11
7,17,13,14,15,16,6,4,18,8,5,21,11,10,20,19,9,1,0,3,2,12
14,16,15,12,7,17,21,11,18,8,10,20,6,4,19,9,5,1,0,3,2,13
13,16,15,12,21,11,17,7,18,8,20,10,19,6,4,9,5,1,3,0,2,14
13,16,14,21,12,20,18,17,7,19,11,4,8,10,6,5,0,1,9,3,2,15
13,15,14,12,11,10,8,7,17,9,21,6,18,20,4,5,19,1,0,3,2,16
4,12,18,20,21,19,5,7,13,1,6,15,0,3,14,16,2,8,11,10,9,17
20,19,21,17,4,12,15,0,13,1,3,14,5,7,16,2,6,8,11,10,9,18
18,21,20,17,0,3,1,4,12,2,15,5,13,14,7,6,16,8,11,10,9,19
18,19,21,17,15,0,12,4,13,1,14,3,16,5,7,2,6,8,10,11,9,20
18,19,20,15,17,14,13,12,4,16,0,7,1,3,5,6,11,8,2,10,9,21
