1,2,3,4,8,6,7,5,9,11,16,10,14,12,15,20,13,17,18,19,23,21,22,26,24,25,28,27,29,33,30,31,32,0
0,2,3,8,4,6,7,5,9,11,16,10,14,12,15,13,20,17,18,19,23,21,22,26,24,25,28,27,29,33,30,31,32,1
1,3,5,4,0,6,7,8,9,16,14,11,12,10,15,20,13,18,17,19,23,21,22,26,24,25,28,27,29,33,30,31,32,2
4,5,6,2,7,8,1,9,16,11,12,14,15,10,0,20,17,13,18,19,23,21,22,26,24,25,28,27,29,33,30,31,32,3
3,5,2,6,16,11,8,1,9,15,7,12,14,17,0,10,18,20,13,19,21,23,22,24,26,25,27,28,29,30,33,31,32,4
3,4,16,2,6,14,7,12,9,15,20,8,11,18,1,17,10,13,19,0,23,21,26,22,24,25,28,27,29,33,30,31,32,5
7,8,3,9,10,5,4,11,2,12,14,1,16,15,13,17,0,20,18,23,21,19,22,24,26,25,28,27,29,30,33,31,32,6
6,8,3,9,14,10,5,2,12,4,11,1,13,16,15,0,20,17,18,23,21,19,22,26,24,28,25,27,29,33,30,31,32,7
6,7,9,3,10,11,1,4,2,5,12,14,0,16,13,15,17,18,20,23,19,21,22,24,26,25,28,27,29,30,33,31,32,8
11,10,12,6,8,13,7,14,15,3,16,5,4,17,18,2,20,23,1,21,22,19,0,24,26,25,28,27,29,30,33,31,32,9
9,11,6,12,13,8,7,14,15,3,17,16,5,4,23,18,2,22,21,20,1,19,0,24,28,26,29,27,25,30,33,31,32,10
9,10,12,6,17,8,15,16,4,13,3,14,7,5,18,2,22,1,20,19,21,23,0,24,25,26,29,27,28,30,31,33,32,11
14,13,15,9,10,17,16,11,18,6,23,5,20,7,21,3,22,4,19,8,24,2,26,25,28,27,1,29,30,0,33,31,32,12
12,14,15,23,9,10,17,22,21,18,11,16,6,20,7,19,5,24,3,8,28,29,4,27,26,25,2,30,1,33,31,32,0,13
12,13,9,15,5,7,20,23,6,18,16,10,3,21,11,17,4,22,8,19,2,26,24,28,25,27,1,29,0,30,33,31,32,14
16,17,12,18,13,19,20,14,9,21,11,22,5,23,6,4,3,10,24,7,25,26,8,2,27,29,28,1,30,31,33,0,32,15
15,17,5,18,12,4,19,20,11,3,9,14,6,13,21,22,10,2,7,23,8,24,25,26,1,27,0,29,28,30,31,33,32,16
15,16,12,18,13,22,11,19,21,9,14,20,23,10,4,5,6,24,25,3,26,8,7,29,27,28,2,30,31,1,33,32,0,17
20,19,21,15,16,23,22,17,24,12,14,26,25,13,5,27,9,11,28,29,3,4,6,10,30,7,33,31,2,8,32,1,0,18
18,20,15,21,25,16,17,24,22,26,23,12,14,13,27,5,29,9,11,28,31,4,30,3,33,6,10,7,32,2,8,1,0,19
18,19,21,15,26,14,16,23,24,12,5,25,22,17,13,9,27,3,28,6,4,7,11,29,33,30,10,2,31,8,32,1,0,20
22,23,18,24,19,20,26,25,27,15,29,28,13,17,12,14,16,30,31,33,9,5,32,11,10,6,3,7,4,8,2,1,0,21
21,23,18,24,29,17,25,13,15,19,27,28,12,20,26,14,16,30,31,9,11,33,32,10,5,6,3,4,7,8,2,1,0,22
21,22,13,18,24,28,14,20,26,12,27,15,29,19,25,17,16,30,9,33,10,5,31,11,32,7,6,3,4,8,2,1,0,23
25,26,27,21,23,22,29,28,30,18,19,33,31,20,32,15,17,13,14,12,16,5,9,11,10,3,6,7,4,2,8,1,0,24
24,26,27,21,19,31,22,29,30,18,33,20,23,28,32,15,17,16,13,12,14,5,9,11,3,10,4,6,7,2,8,1,0,25
24,25,27,21,33,20,23,28,30,18,19,31,22,29,32,15,14,12,13,16,17,5,9,3,11,7,6,10,4,2,8,1,0,26
29,28,24,30,25,26,32,33,31,21,23,22,18,19,20,13,15,17,14,12,16,9,5,10,11,6,7,3,4,8,2,1,0,27
27,29,30,24,23,32,26,33,21,22,25,31,18,20,13,19,14,15,12,17,16,9,10,5,11,7,6,3,4,8,2,1,0,28
27,28,30,24,22,32,25,31,21,23,26,33,18,19,13,20,17,15,12,14,16,9,10,11,5,6,7,3,4,8,2,1,0,29
31,33,32,27,28,29,24,25,26,21,23,22,18,19,20,15,13,17,14,12,16,5,9,10,11,7,6,3,4,2,8,1,0,30
30,32,33,27,25,29,24,26,28,21,22,19,23,18,20,15,17,13,12,14,16,5,9,11,10,3,6,4,7,2,8,1,0,31
30,31,33,27,28,29,24,25,26,21,23,22,18,19,20,13,15,17,14,12,16,9,5,10,11,7,6,3,4,8,2,1,0,32
30,32,31,27,26,28,24,25,29,21,23,22,20,18,19,15,14,13,12,17,16,5,9,10,11,7,3,6,4,2,8,1,0,33
