1,2,3,5,8,6,4,7,11,9,10,21,19,15,12,13,20,16,14,17,18,0
0,2,3,4,5,6,7,8,9,11,10,21,19,12,20,15,13,16,17,14,18,1
1,0,3,4,7,6,5,8,9,21,11,19,10,20,12,15,13,16,17,18,14,2
5,4,1,6,7,8,2,0,9,11,10,12,19,21,20,13,15,16,17,14,18,3
3,5,1,6,2,7,9,0,8,10,11,12,19,20,21,13,16,17,15,14,18,4
3,4,11,1,6,0,8,9,10,12,2,7,19,13,21,15,20,16,14,17,18,5
8,7,9,3,4,19,5,10,1,21,11,20,2,0,12,13,15,16,17,14,18,6
6,8,9,3,21,19,1,4,20,2,10,5,0,11,16,13,15,12,17,18,14,7
6,7,9,3,11,21,10,1,19,15,5,0,13,4,2,16,20,12,14,18,17,8
6,19,10,12,7,8,20,21,11,16,13,3,4,17,5,15,14,18,1,2,0,9
11,12,9,13,19,16,15,6,14,8,17,21,5,3,20,18,7,4,1,0,2,10
10,12,9,5,13,8,6,15,3,14,19,16,21,4,7,1,17,0,20,18,2,11
10,11,9,13,17,14,16,19,6,5,15,3,8,20,4,21,18,7,1,0,2,12
14,15,16,10,19,17,12,11,18,9,21,8,6,20,7,5,3,4,1,0,2,13
13,15,16,10,12,17,18,11,19,9,21,8,6,20,5,3,7,4,1,0,2,14
13,14,16,10,21,11,19,18,8,9,12,6,17,20,7,5,3,1,4,0,2,15
18,17,13,19,10,15,21,20,14,9,12,11,6,8,7,3,5,4,1,0,2,16
16,18,13,19,12,20,14,10,9,21,15,11,6,8,7,3,4,5,1,2,0,17
16,17,13,19,21,15,14,20,10,9,12,11,8,6,7,3,5,4,1,0,2,18
20,21,9,16,10,13,17,6,18,7,15,8,12,11,14,3,4,5,1,2,0,19
19,21,9,16,17,7,18,6,10,13,8,12,15,4,3,11,14,5,1,2,0,20
19,20,9,16,8,7,15,6,18,13,10,17,11,14,3,12,1,4,5,2,0,21
