1,3,2,4,6,7,5,0
2,3,0,4,5,7,6,1
1,3,0,4,5,7,6,2
1,2,0,4,5,6,7,3
1,6,7,5,2,3,0,4
4,1,6,7,2,3,0,5
4,1,5,7,3,0,2,6
4,1,5,6,2,0,3,7
