1,2,3,4,8,6,5,7,9,10,14,11,12,13,15,16,24,17,19,18,21,23,20,22,0
0,2,3,4,5,6,8,7,9,10,14,12,13,11,15,24,16,17,19,18,21,23,20,22,1
1,0,3,5,7,6,4,8,9,13,14,12,10,11,24,15,17,16,21,18,19,23,22,20,2
5,4,6,1,8,7,2,0,9,14,10,12,13,11,15,16,24,17,19,18,21,23,20,22,3
3,5,6,1,10,9,0,14,8,12,2,7,11,13,16,15,19,24,18,17,21,20,23,22,4
3,4,14,6,1,2,7,13,12,9,0,8,10,24,11,15,19,16,18,21,17,23,22,20,5
7,8,3,9,11,4,10,5,1,12,13,14,2,0,15,16,17,24,18,19,21,23,20,22,6
6,8,9,3,13,11,5,1,2,12,10,4,14,0,15,17,24,16,23,18,21,19,20,22,7
6,7,9,3,11,1,10,4,0,5,2,12,13,14,15,16,17,18,24,19,21,23,20,22,8
10,11,12,6,8,13,14,7,15,3,16,4,17,5,1,18,19,24,21,0,2,23,20,22,9
9,11,12,6,16,4,8,14,15,3,13,7,17,5,1,18,19,0,20,24,21,2,23,22,10
9,10,6,12,17,8,7,15,13,16,14,3,4,5,18,23,1,21,24,20,19,2,0,22,11
14,13,15,9,11,16,17,10,18,6,5,24,7,19,21,3,4,23,8,20,22,1,2,0,12
12,14,24,15,9,7,17,21,6,5,11,23,18,3,16,10,19,8,4,22,20,1,2,0,13
12,13,5,15,9,19,10,18,4,24,3,16,6,21,17,11,7,20,23,8,1,22,2,0,14
17,16,18,12,20,14,13,19,9,21,11,23,10,24,22,6,7,5,3,4,8,1,2,0,15
15,17,18,12,10,20,19,9,14,11,13,21,23,24,6,4,22,3,5,8,7,1,0,2,16
15,16,18,12,11,23,13,20,9,21,14,19,10,24,22,6,7,8,5,3,4,1,2,0,17
19,20,21,15,16,17,22,24,23,12,14,13,9,11,10,5,6,7,3,4,8,1,2,0,18
18,20,21,15,14,16,24,22,12,17,23,13,9,10,5,11,4,6,3,7,8,1,2,0,19
18,19,15,21,16,17,22,23,24,12,14,13,9,11,10,6,5,7,4,3,8,1,2,0,20
23,24,22,18,20,19,15,13,17,12,14,16,9,11,5,10,7,6,3,4,8,1,2,0,21
21,24,23,18,20,19,15,13,17,12,14,16,9,5,11,10,7,6,3,4,8,1,2,0,22
21,22,24,18,17,20,15,13,12,19,16,14,11,9,7,5,10,6,3,4,8,1,2,0,23
21,22,23,13,18,19,14,12,15,20,17,5,16,9,7,11,6,3,10,4,8,2,1,0,24
