1,2,3,4,6,7,5,0
2,0,3,4,6,7,5,1
3,1,4,0,7,6,5,2
2,1,4,0,5,7,6,3
5,7,6,2,1,3,0,4
4,7,6,2,3,1,0,5
4,5,7,2,1,3,0,6
4,5,6,2,1,3,0,7
