1,2,3,4,7,5,6,8,10,9,11,13,12,14,15,16,17,19,18,20,21,22,23,25,24,32,26,31,27,29,28,30,0
0,2,4,3,5,6,7,8,9,10,11,12,13,14,16,15,17,18,19,20,21,22,23,24,25,32,26,27,31,29,28,30,1
4,3,1,5,6,7,8,0,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,32,26,27,29,31,28,30,2
2,4,1,5,10,0,7,8,9,6,11,13,12,15,14,16,17,19,18,21,20,22,23,25,24,32,26,31,29,27,28,30,3
2,3,1,5,9,6,8,10,0,7,11,12,13,16,14,15,17,18,19,22,20,21,23,24,25,32,27,26,29,31,28,30,4
7,6,8,2,9,10,4,3,11,1,12,13,0,14,15,16,17,18,19,20,21,22,23,24,25,32,26,27,29,31,28,30,5
5,7,8,2,12,9,4,11,1,13,10,3,0,14,16,18,15,17,19,20,22,21,24,23,25,26,27,32,29,31,28,30,6
5,6,8,2,13,10,3,11,1,12,9,4,0,14,15,16,19,17,18,20,21,22,25,23,24,32,26,31,27,29,28,30,7
10,9,5,11,12,13,7,6,14,2,15,16,3,4,17,1,18,19,0,20,21,22,23,24,25,32,26,27,29,31,28,30,8
8,10,11,5,16,4,12,6,14,2,15,3,13,7,17,1,18,19,22,20,0,21,23,24,25,32,27,26,29,31,28,30,9
8,9,11,5,15,3,13,7,14,2,16,4,12,6,17,1,19,21,18,0,20,22,23,25,24,32,26,31,29,27,28,30,10
13,12,8,14,9,10,15,16,5,17,18,7,6,19,20,2,21,4,3,22,23,1,24,25,0,26,32,27,29,31,28,30,11
11,13,14,8,18,6,9,16,5,17,7,19,10,15,20,2,22,4,24,21,3,23,1,25,0,26,27,32,29,28,31,30,12
11,12,14,8,7,19,10,15,5,17,18,6,9,16,20,2,21,3,4,22,25,23,1,24,0,26,32,31,29,27,28,30,13
15,16,17,11,13,18,12,19,8,20,21,9,10,22,5,23,24,7,6,25,32,2,26,3,4,27,29,31,28,1,30,0,14
14,16,17,11,21,10,19,13,20,8,9,22,18,12,23,5,25,7,32,24,6,3,2,31,26,29,4,27,28,30,1,0,15
14,15,17,11,9,22,18,12,20,8,21,10,19,13,5,23,6,24,32,7,4,25,27,26,2,3,29,31,28,1,30,0,16
18,19,14,20,21,16,15,22,11,23,24,13,12,25,8,26,10,9,27,32,29,31,28,5,7,6,30,2,3,4,1,0,17
17,19,14,20,24,12,22,16,11,23,13,25,21,15,26,8,27,9,28,10,6,5,32,29,7,31,30,2,4,3,1,0,18
17,18,20,14,13,25,15,21,23,11,24,12,16,22,8,26,10,31,29,32,9,7,28,27,5,6,30,2,3,4,1,0,19
22,21,23,17,25,24,19,18,14,26,16,15,32,27,29,31,28,11,12,13,30,8,9,10,5,6,7,2,4,3,1,0,20
20,22,32,23,17,15,25,19,29,14,31,26,16,24,18,27,30,28,11,13,10,12,8,9,5,7,6,3,2,4,1,0,21
20,21,23,17,16,27,18,26,32,14,24,15,29,25,19,28,31,11,30,12,13,9,8,10,5,6,7,4,2,3,1,0,22
25,24,26,20,28,21,22,27,17,29,19,18,31,32,30,14,15,16,11,13,12,8,10,9,5,7,6,2,3,4,1,0,23
23,25,26,20,18,28,27,17,22,19,21,29,31,14,32,16,30,12,15,11,13,8,9,10,6,5,7,2,4,3,1,0,24
23,24,20,26,19,31,21,28,17,29,18,22,27,32,30,14,15,16,13,11,12,8,10,9,7,5,6,2,3,4,1,0,25
27,28,29,23,24,25,30,32,31,20,22,21,17,18,19,14,16,15,11,12,13,8,9,10,5,6,7,2,4,3,1,0,26
26,28,29,23,22,24,32,30,20,25,31,21,17,18,19,16,14,15,11,12,13,9,8,10,5,6,7,4,2,3,1,0,27
26,27,23,29,24,30,25,31,32,20,22,21,17,18,19,14,16,15,11,12,13,8,9,10,5,6,7,2,4,3,1,0,28
31,32,30,26,28,27,23,21,25,20,22,24,17,19,18,15,14,16,11,13,12,10,8,9,5,7,6,3,2,4,1,0,29
29,32,31,26,28,27,23,21,25,20,22,24,17,19,18,15,14,16,11,13,12,10,8,9,5,7,6,3,2,4,1,0,30
29,30,32,26,25,28,21,23,20,27,24,22,19,17,15,18,14,16,13,11,12,10,8,9,7,5,6,3,2,4,1,0,31
29,30,31,21,26,27,22,20,23,28,25,24,17,15,16,19,14,18,11,13,12,10,9,8,5,7,6,3,4,2,1,0,32
