1,2,3,8,5,11,6,4,9,7,10,13,12,14,16,15,20,18,17,21,19,0
0,2,3,5,4,6,11,8,9,10,7,12,13,14,20,16,15,18,21,17,19,1
1,0,3,4,11,5,6,9,10,8,7,12,13,14,20,15,16,18,21,17,19,2
4,5,6,1,7,8,2,0,9,11,10,12,20,13,16,15,14,18,21,17,19,3
3,5,6,1,10,2,7,9,11,8,0,20,12,18,16,15,13,14,21,19,17,4
3,4,6,1,7,8,0,2,9,10,11,20,16,12,13,15,18,14,21,19,17,5
8,7,9,3,11,5,4,10,1,12,13,16,0,15,20,2,14,18,17,21,19,6
6,8,16,9,3,20,5,4,10,15,12,18,11,13,1,19,17,14,21,0,2,7
6,7,9,3,13,5,11,12,1,0,16,15,10,4,2,14,20,17,18,21,19,8
10,11,6,12,14,7,13,8,3,15,20,4,1,16,18,2,21,0,5,17,19,9
9,11,20,12,6,4,14,7,18,3,21,15,13,8,1,2,16,5,19,17,0,10
9,10,12,6,1,14,13,8,2,3,0,4,7,15,5,20,16,18,21,17,19,11
13,14,15,9,11,17,10,16,18,6,8,21,7,20,19,3,4,1,0,5,2,12
12,14,15,9,8,11,17,16,6,10,7,18,21,20,3,1,0,19,4,5,2,13
12,13,9,15,21,11,17,10,18,16,20,6,8,19,7,3,4,1,2,0,5,14
16,17,12,18,13,14,19,20,21,9,7,10,6,8,11,3,4,5,1,0,2,15
15,17,7,12,18,13,20,19,6,8,9,14,21,10,11,3,5,4,1,0,2,16
15,16,12,18,14,13,19,21,20,9,7,10,6,8,11,3,4,1,5,0,2,17
21,20,19,15,17,16,12,10,14,9,7,13,6,11,8,4,3,5,1,2,0,18
18,20,21,15,17,16,12,7,14,10,9,13,6,8,11,4,3,5,1,2,0,19
18,19,21,10,15,7,16,9,12,6,17,14,4,3,11,13,8,5,1,2,0,20
18,20,19,15,14,17,12,10,9,16,13,7,11,6,4,8,3,1,5,2,0,21
