1,2,3,4,8,6,5,7,9,10,11,14,12,13,15,16,17,20,18,19,21,22,23,0
0,2,3,4,5,6,7,8,9,11,10,12,13,14,15,17,16,18,19,20,21,23,22,1
1,0,3,5,7,6,4,8,9,11,10,13,12,14,15,17,16,19,18,20,21,23,22,2
4,5,6,1,7,8,2,0,9,10,11,12,13,14,15,16,17,18,19,20,21,23,22,3
3,5,6,1,10,8,0,9,11,2,7,12,14,13,16,15,17,18,20,19,21,22,23,4
3,4,6,1,11,2,7,9,10,0,8,12,13,17,14,15,16,18,19,20,21,23,22,5
8,7,3,9,11,10,4,5,1,12,13,14,0,2,15,16,17,18,19,20,21,23,22,6
6,8,3,9,13,1,11,5,12,2,14,10,4,0,15,17,19,16,18,20,21,23,22,7
6,7,9,3,14,1,10,4,12,0,13,11,5,2,15,16,17,20,18,19,21,22,23,8
10,11,6,12,13,14,8,7,3,15,16,5,17,4,1,18,19,20,2,0,21,23,22,9
9,11,12,6,16,4,14,8,3,15,5,17,13,7,1,18,20,0,19,21,2,22,23,10
9,10,12,6,17,5,13,7,15,3,16,4,14,8,1,18,19,2,20,21,0,23,22,11
14,13,15,9,11,10,16,17,18,6,8,19,7,20,21,3,5,4,23,22,1,2,0,12
12,14,9,15,7,19,11,17,6,18,8,20,10,16,21,3,5,23,4,1,22,2,0,13
12,13,9,15,8,20,10,16,18,6,19,7,11,17,21,3,4,22,5,1,23,0,2,14
16,17,18,12,13,14,20,19,21,9,11,10,22,23,6,8,7,3,5,4,1,2,0,15
15,17,12,18,10,21,14,20,9,22,11,13,19,23,6,8,7,4,3,5,1,0,2,16
15,16,18,12,11,21,13,19,9,23,10,14,20,22,6,7,5,8,3,4,1,2,0,17
20,19,15,21,17,16,23,22,12,14,13,9,11,10,6,8,7,3,5,4,1,2,0,18
18,20,15,21,13,23,17,12,14,22,16,9,11,7,10,6,8,3,5,4,1,2,0,19
18,19,15,21,14,16,22,12,13,23,17,9,10,11,8,6,7,3,4,5,1,0,2,20
22,23,18,20,19,15,17,16,12,13,14,9,11,10,6,7,8,3,5,4,1,2,0,21
21,23,18,20,16,15,19,17,12,14,13,10,9,11,6,8,7,4,3,5,1,0,2,22
21,22,18,19,17,15,20,16,12,13,14,11,9,10,6,7,8,5,3,4,1,2,0,23
