1,3,2,4,7,5,6,0
2,3,0,4,7,5,6,1
1,3,0,4,7,5,6,2
1,4,6,7,5,2,0,3
7,5,6,3,1,2,0,4
4,6,7,3,2,1,0,5
4,7,5,3,1,2,0,6
4,6,5,3,2,1,0,7
