1,2,3,4,5,6,8,10,7,9,11,13,12,14,16,19,15,22,18,17,21,20,23,26,24,29,27,25,28,31,30,32,33,0
0,2,3,4,5,6,8,7,10,9,11,12,13,14,19,16,15,22,18,21,17,23,20,26,24,29,27,25,28,31,30,32,33,1
1,0,3,5,4,6,8,7,11,10,9,12,19,13,14,22,15,16,18,21,23,17,20,26,29,24,27,25,28,31,30,33,32,2
4,1,5,2,0,6,8,7,10,9,11,12,13,14,16,15,19,22,18,17,21,20,26,23,24,29,27,25,28,31,30,32,33,3
3,5,6,7,8,1,9,2,11,10,0,12,13,14,19,22,15,16,18,21,17,26,23,20,24,29,27,25,28,31,30,32,33,4
4,3,6,2,11,7,1,9,10,8,0,12,14,22,19,13,15,18,16,21,23,17,20,26,29,24,27,25,28,31,30,33,32,5
7,8,4,9,10,11,5,3,12,13,14,15,1,22,16,2,19,18,17,0,21,26,20,24,23,29,27,25,31,28,30,32,33,6
6,8,4,9,14,11,12,5,13,3,10,22,15,1,19,18,21,2,26,16,17,29,24,0,23,27,20,25,31,28,30,33,32,7
6,7,4,9,13,3,10,12,14,11,5,1,15,16,0,2,17,22,19,18,26,21,20,24,23,29,25,27,31,30,28,32,33,8
11,10,12,6,13,14,7,8,4,15,19,16,5,18,22,3,17,21,20,26,23,24,1,2,29,25,0,27,28,31,30,32,33,9
9,11,12,6,16,8,13,15,4,19,5,18,14,7,3,17,22,20,21,1,2,23,26,0,24,25,29,27,28,31,30,32,33,10
9,10,19,12,6,22,5,14,7,4,18,15,21,13,16,8,23,3,20,17,24,26,2,29,1,27,25,28,0,30,31,32,33,11
14,13,9,15,16,11,17,10,6,18,7,8,22,19,21,26,20,24,4,5,23,25,3,29,27,31,28,30,1,32,2,33,0,12
12,14,15,9,8,17,16,6,10,7,11,18,26,4,22,19,21,20,24,3,5,25,23,29,27,31,1,30,2,28,32,0,33,13
12,13,15,22,9,26,7,17,11,6,21,18,24,8,16,10,19,29,27,23,20,25,4,31,5,30,28,3,32,33,1,2,0,14
17,16,18,12,13,20,19,14,9,21,10,26,11,22,24,25,23,6,8,7,27,29,4,28,31,5,30,32,3,33,1,2,0,15
15,17,18,12,10,19,20,13,9,14,11,21,26,22,6,24,8,25,23,7,4,5,27,3,29,28,31,30,32,1,2,33,0,16
15,16,26,18,12,13,20,14,24,25,21,19,22,9,10,11,23,27,31,6,29,30,8,32,7,28,4,33,5,3,1,2,0,17
19,20,15,21,23,17,16,22,24,12,25,11,26,14,9,10,13,27,28,29,6,7,30,32,31,8,4,5,33,3,2,1,0,18
18,20,11,15,21,23,16,22,9,10,12,17,14,24,25,26,13,6,5,27,7,28,4,29,8,3,30,32,31,2,1,33,0,19
18,19,15,21,25,17,16,23,24,22,26,12,11,14,27,9,28,10,13,29,32,30,31,6,7,33,8,4,5,3,2,1,0,20
22,23,24,18,26,20,19,25,27,15,29,28,14,17,12,11,16,9,30,31,32,13,10,33,7,6,5,8,4,3,2,1,0,21
21,23,18,24,14,11,29,26,19,27,12,15,9,28,20,25,17,7,6,13,16,30,10,31,5,4,32,33,8,3,2,1,0,22
21,22,18,24,28,19,20,27,25,29,26,15,11,30,14,17,12,32,16,9,31,33,10,13,7,6,5,4,8,3,2,1,0,23
25,26,27,21,23,29,22,28,30,18,32,31,17,20,15,14,33,19,12,16,11,13,9,7,10,6,8,5,4,3,2,1,0,24
24,26,21,27,32,20,28,30,23,18,17,31,15,22,29,33,19,14,16,12,13,11,9,10,7,6,8,4,5,3,2,1,0,25
24,25,17,21,27,14,31,22,29,30,15,18,12,32,23,20,28,13,33,16,19,9,11,7,6,10,8,4,5,3,1,2,0,26
28,29,24,30,26,25,33,32,31,21,23,22,18,14,20,17,15,19,12,11,16,9,13,7,6,10,8,5,4,3,2,1,0,27
27,29,30,24,23,33,25,32,21,22,26,31,18,20,19,14,17,15,11,12,16,9,13,7,10,6,5,8,4,3,2,1,0,28
27,28,24,30,22,33,26,31,21,23,25,32,14,18,17,12,15,11,20,19,7,9,13,6,16,10,5,8,4,3,2,1,0,29
32,31,33,27,28,29,24,26,25,21,23,22,17,14,18,20,15,12,19,13,11,16,9,7,6,10,8,5,4,3,2,1,0,30
30,33,32,27,26,29,24,25,28,21,22,14,17,23,18,15,12,20,13,19,16,11,7,9,6,10,8,4,5,3,1,2,0,31
30,33,31,27,25,28,24,26,29,21,23,17,22,20,18,15,14,19,12,16,13,11,9,7,10,6,8,5,4,3,2,1,0,32
30,31,32,27,28,29,24,26,25,21,23,22,14,18,17,20,15,12,19,11,13,7,16,9,6,10,8,5,4,3,2,1,0,33
