1,2,3,6,5,4,7,0
0,2,4,3,5,6,7,1
3,4,1,5,0,7,6,2
2,4,1,5,0,7,6,3
2,3,1,5,7,0,6,4
7,6,2,4,3,1,0,5
5,7,2,3,1,0,4,6
5,6,2,4,3,1,0,7
