1,2,3,6,4,7,5,0
0,2,3,4,6,5,7,1
3,6,4,1,0,5,7,2
2,1,6,4,5,0,7,3
5,2,3,1,6,7,0,4
4,2,3,7,6,1,0,5
7,2,3,1,4,0,5,6
6,2,3,4,5,1,0,7
