1,2,3,4,5,6,7,8,9,10,11,12,17,14,16,15,13,18,21,20,19,0
0,2,3,4,5,6,7,8,9,10,11,12,16,17,14,13,15,18,21,20,19,1
1,3,0,4,5,6,7,8,9,10,11,12,16,17,14,13,15,18,21,20,19,2
2,4,1,5,0,6,7,8,9,10,11,12,16,13,14,17,15,18,20,21,19,3
5,3,6,2,7,1,8,0,9,10,11,12,13,16,14,17,15,18,20,21,19,4
4,6,3,7,2,8,1,9,0,10,11,12,16,17,13,15,14,18,20,21,19,5
7,5,8,4,9,3,2,10,11,1,0,12,16,17,15,13,14,18,20,19,21,6
6,8,9,5,4,10,11,3,2,12,16,17,1,14,15,13,0,18,21,20,19,7
9,7,6,10,11,5,4,12,16,17,15,14,13,3,2,18,20,21,19,1,0,8
8,10,7,11,6,12,14,17,15,16,13,5,4,18,21,20,19,3,2,1,0,9
11,9,8,12,17,14,15,16,13,7,18,21,6,20,19,5,4,3,2,1,0,10
10,12,13,14,9,15,16,17,8,18,20,21,7,19,6,5,4,3,2,1,0,11
14,13,15,11,16,17,18,10,21,20,19,9,8,7,6,5,4,3,2,1,0,12
12,14,11,15,20,18,16,21,17,10,19,9,8,7,6,5,4,3,2,1,0,13
12,13,11,15,21,17,18,10,20,16,19,9,8,7,6,5,4,3,2,1,0,14
17,16,18,12,13,14,19,21,20,11,10,9,8,7,6,5,4,3,2,1,0,15
15,17,12,18,19,20,13,11,14,10,21,9,8,7,6,5,4,3,2,1,0,16
15,16,18,12,19,14,21,10,11,13,20,9,8,7,6,5,4,3,2,1,0,17
20,21,19,15,17,16,12,13,14,11,10,9,8,7,6,5,4,3,2,1,0,18
18,20,21,15,17,16,12,13,14,11,10,9,8,7,6,5,4,3,2,1,0,19
18,19,21,15,13,16,12,14,17,11,10,9,8,7,6,5,4,3,2,1,0,20
18,19,20,15,14,17,12,13,16,11,10,9,8,7,6,5,4,3,2,1,0,21
