1,2,3,8,11,4,6,9,14,12,7,5,10,13,16,15,17,20,18,21,19,0
0,2,3,4,8,6,11,5,9,7,14,10,12,16,13,15,17,20,18,21,19,1
1,0,3,4,8,6,11,5,9,7,14,10,12,16,13,15,17,20,18,21,19,2
4,1,5,2,0,6,8,11,9,7,10,12,14,16,15,13,17,18,20,21,19,3
3,5,6,7,8,1,9,11,0,10,2,12,14,16,15,17,13,18,20,21,19,4
4,3,6,7,10,9,8,1,11,0,2,12,17,16,15,14,13,18,21,20,19,5
8,7,4,9,10,11,5,12,3,16,0,14,15,1,17,13,2,18,20,21,19,6
6,8,4,16,9,5,10,17,15,12,11,3,14,13,0,1,18,19,20,21,2,7
6,7,4,9,0,14,16,12,1,3,11,15,5,10,17,2,13,18,20,19,21,8
10,11,12,6,13,7,14,8,4,15,17,16,5,0,3,1,18,21,20,19,2,9
9,11,12,6,17,7,13,4,15,5,14,8,16,3,18,21,0,1,20,19,2,10
9,10,12,6,13,14,0,4,8,3,1,7,15,5,17,16,2,18,21,20,19,11
14,13,15,9,11,16,17,10,18,6,8,20,21,7,19,4,0,5,3,1,2,12
12,14,9,15,21,11,10,18,17,20,16,6,19,8,7,0,4,5,1,3,2,13
12,13,15,9,20,8,11,16,18,6,21,0,17,10,7,19,4,1,3,5,2,14
17,16,12,18,14,13,19,20,21,9,7,10,6,8,11,4,5,0,3,1,2,15
15,17,7,18,12,8,14,19,20,6,9,13,21,10,11,4,5,0,3,1,2,16
15,16,12,18,10,19,21,7,9,13,6,14,20,8,11,4,5,3,0,1,2,17
20,21,19,15,16,17,12,13,14,9,10,7,8,6,11,4,0,5,3,1,2,18
18,21,20,15,16,17,12,13,14,7,9,10,8,6,11,4,5,0,3,1,2,19
18,19,21,15,14,16,12,13,17,9,8,6,7,11,10,0,4,1,3,5,2,20
18,19,20,15,13,17,12,14,16,9,10,11,7,6,8,4,0,5,3,1,2,21
