1,2,3,4,15,14,7,16,6,5,17,8,13,9,12,10,11,0
3,0,2,4,5,14,16,15,6,7,17,8,13,9,12,10,11,1
1,0,3,4,5,6,7,14,16,15,17,8,13,9,12,10,11,2
1,2,0,4,16,5,14,15,17,6,7,8,13,9,12,10,11,3
5,1,14,6,2,17,16,3,0,15,7,8,9,13,10,12,11,4
4,1,14,6,3,16,17,2,0,15,7,8,13,9,12,10,11,5
7,4,5,8,14,1,17,2,15,0,13,9,16,3,12,10,11,6
8,6,9,13,0,4,15,1,14,2,10,12,17,5,11,3,16,7
13,9,7,10,12,6,11,4,0,15,1,14,2,17,5,3,16,8
10,8,13,11,7,12,6,15,4,17,14,0,1,2,5,16,3,9
11,9,12,8,13,7,6,15,4,17,0,14,1,2,5,16,3,10
12,10,13,9,8,7,6,15,4,0,17,14,2,1,5,16,3,11
11,13,10,8,9,7,6,0,4,2,1,15,14,5,17,3,16,12
12,8,9,11,7,10,6,0,4,2,1,15,14,5,17,3,16,13
16,15,17,4,5,1,0,3,6,7,2,8,9,13,10,12,11,14
14,17,16,4,0,1,7,6,3,5,2,8,9,13,10,12,11,15
14,17,15,4,3,5,1,0,6,2,7,8,9,13,10,12,11,16
14,16,15,4,5,6,1,7,3,0,2,8,9,13,10,12,11,17
