1,2,3,12,13,17,4,14,8,5,16,6,7,15,9,10,11,0
0,2,3,12,13,17,4,5,8,14,7,16,6,15,9,10,11,1
3,1,12,13,17,4,0,5,7,8,6,16,14,15,9,10,11,2
2,4,6,5,1,12,7,8,17,13,0,9,16,14,10,15,11,3
5,6,3,7,9,8,2,12,17,10,13,1,11,16,14,0,15,4
4,6,3,7,9,12,2,13,8,17,14,10,16,1,15,11,0,5
4,5,3,7,9,8,2,10,12,1,13,17,11,0,14,16,15,6
8,9,4,10,6,5,3,11,2,17,12,16,13,1,15,14,0,7
7,9,4,10,3,11,17,5,6,2,12,16,1,13,15,0,14,8
7,10,8,4,11,6,5,3,2,17,12,16,13,1,15,14,0,9
9,11,7,8,4,6,5,3,17,2,12,16,13,15,1,14,0,10
10,9,7,8,4,5,17,6,16,3,12,15,2,13,14,1,0,11
13,17,2,14,16,3,1,15,5,4,0,7,8,6,9,10,11,12
14,12,15,17,2,16,5,1,3,4,0,7,6,8,9,11,10,13
15,13,16,12,17,2,5,1,3,4,7,0,8,6,9,11,10,14
14,16,17,13,12,2,5,3,1,4,7,8,0,11,9,6,10,15
17,15,14,12,13,2,5,8,3,7,1,4,11,9,0,10,6,16
16,12,15,13,2,14,3,8,1,5,4,7,0,9,6,11,10,17
