1,2,3,4,10,5,7,11,8,6,13,12,9,14,17,15,16,0
3,0,2,4,6,5,7,8,10,9,11,12,13,17,14,16,15,1
1,0,3,4,6,5,7,8,10,9,11,12,13,17,14,16,15,2
1,2,0,4,8,6,7,5,10,9,11,12,13,17,14,16,15,3
5,6,1,7,9,2,8,3,0,10,11,12,13,17,14,16,15,4
4,6,1,7,2,9,0,10,8,3,11,12,13,17,14,16,15,5
4,5,1,7,9,2,8,3,0,10,11,12,13,17,14,16,15,6
8,9,10,4,6,5,1,11,3,0,2,12,13,17,14,16,15,7
7,9,10,4,3,6,1,11,0,5,2,12,13,17,14,16,15,8
7,8,10,4,6,5,11,1,3,0,12,2,17,13,16,14,15,9
11,7,9,8,4,12,0,5,1,13,17,3,6,2,14,16,15,10
10,12,13,17,7,0,9,8,4,14,16,5,1,15,3,6,2,11
17,13,11,16,14,10,15,7,0,9,8,5,4,1,3,2,6,12
14,12,15,17,11,16,10,0,7,1,5,4,8,9,3,2,6,13
15,13,16,12,17,11,10,0,7,1,5,8,4,9,3,2,6,14
16,14,13,17,12,11,10,0,7,9,8,5,1,4,3,2,6,15
15,17,14,12,13,11,10,7,0,9,8,5,4,1,3,6,2,16
16,12,15,13,11,14,10,7,9,0,8,5,4,1,3,6,2,17
