1,2,3,4,9,6,5,8,7,0
0,2,3,4,5,6,8,9,7,1
1,0,3,5,8,6,4,9,7,2
4,5,1,6,7,8,9,2,0,3
3,5,6,1,7,9,0,2,8,4
3,4,6,1,2,7,8,0,9,5
9,8,7,3,5,4,1,0,2,6
6,9,8,3,5,4,1,0,2,7
6,7,9,3,1,5,2,4,0,8
6,7,8,3,1,4,0,5,2,9
