1,3,2,4,7,6,5,0
0,3,2,4,6,7,5,1
1,3,0,4,5,7,6,2
1,0,2,4,6,5,7,3
1,5,6,7,3,0,2,4
4,1,7,6,2,3,0,5
4,1,5,7,3,0,2,6
4,1,5,6,0,2,3,7
