1,2,3,18,4,17,5,6,12,9,7,10,11,13,8,16,14,15,0
2,0,18,3,17,4,5,6,12,9,7,10,11,13,8,16,14,15,1
1,3,18,0,4,17,5,6,7,9,10,12,11,8,13,16,14,15,2
2,4,18,5,1,17,0,6,7,9,10,8,12,11,13,16,14,15,3
5,3,17,2,6,18,7,1,9,0,8,10,12,11,13,16,14,15,4
17,4,6,18,3,7,2,9,8,10,1,11,0,12,16,13,15,14,5
7,5,8,9,4,17,10,3,18,2,11,12,1,16,0,13,15,14,6
6,8,9,5,10,17,4,11,18,3,12,16,2,13,15,1,14,0,7
7,6,9,10,5,17,4,11,16,18,12,3,2,15,13,14,1,0,8
10,7,8,6,11,5,17,12,16,4,18,13,15,3,2,14,1,0,9
9,11,12,16,7,8,6,13,15,17,5,14,18,4,2,3,1,0,10
16,12,10,15,13,9,14,7,17,8,6,5,18,4,2,3,1,0,11
13,11,14,16,10,15,9,17,7,18,5,6,2,4,8,3,1,0,12
14,12,15,11,16,10,9,17,18,7,5,2,6,4,1,3,8,0,13
13,15,12,16,11,10,9,7,17,18,5,8,6,2,4,3,1,0,14
14,16,13,11,12,10,9,7,8,17,6,5,18,4,2,3,1,0,15
15,11,14,12,10,13,9,7,8,17,6,5,18,4,2,3,1,0,16
18,5,4,2,6,3,7,9,1,10,8,12,11,0,13,16,14,15,17
2,17,1,3,5,4,0,6,9,7,10,12,11,8,13,16,14,15,18
