1,2,5,4,7,3,10,8,9,6,19,11,15,13,14,17,12,18,24,22,20,16,23,25,21,27,26,31,29,28,32,30,0
0,2,5,6,3,7,8,9,4,10,11,13,19,15,14,12,17,18,16,22,20,24,23,21,25,27,26,31,28,29,32,30,1
1,3,4,0,5,6,7,8,9,10,11,13,15,19,14,12,17,16,22,18,20,24,23,21,25,27,26,31,28,29,32,30,2
4,2,1,0,7,5,6,8,10,9,15,19,11,13,14,17,22,12,24,16,20,18,23,21,27,25,26,31,29,28,32,30,3
3,2,0,1,7,5,6,8,10,9,19,15,11,14,13,17,22,24,12,20,18,16,23,27,21,25,31,26,29,28,32,30,4
6,7,1,8,9,10,0,2,11,15,13,14,3,19,17,12,4,16,18,22,20,24,21,23,25,27,26,28,31,29,32,30,5
5,7,1,8,13,2,15,11,9,14,3,10,0,12,19,16,17,4,22,18,20,21,24,23,25,27,26,28,31,29,32,30,6
5,6,1,15,8,19,10,0,14,3,2,11,17,9,22,4,13,20,16,18,12,24,23,21,25,27,26,31,28,29,32,30,7
10,9,11,5,12,13,14,7,6,1,19,15,17,0,18,16,2,20,22,3,21,24,23,4,25,26,27,28,31,29,32,30,8
8,10,11,5,12,13,1,6,0,14,7,19,2,15,17,18,16,3,20,4,22,21,24,23,25,26,27,28,31,29,32,30,9
8,9,19,11,5,12,17,7,18,14,0,1,13,15,6,16,20,24,2,22,23,25,21,3,4,26,27,28,31,29,32,30,10
13,12,8,14,16,9,15,10,17,5,18,19,6,7,20,1,21,22,0,23,25,24,2,3,26,28,27,4,29,32,31,30,11
11,13,8,14,18,16,9,10,17,19,15,5,20,6,21,7,22,25,1,23,0,24,2,26,28,27,3,32,29,4,31,30,12
11,12,14,8,16,9,15,6,5,10,17,7,18,19,1,20,21,22,0,2,23,3,25,24,4,26,28,27,29,32,31,30,13
15,16,17,11,12,13,19,18,20,8,22,21,10,7,5,6,9,23,24,25,1,26,27,28,0,2,29,3,31,32,4,30,14
14,16,11,17,22,7,13,19,5,20,6,8,21,12,18,10,9,23,24,1,25,27,26,0,2,28,3,4,29,31,32,30,15
14,15,11,17,21,13,12,18,20,22,19,8,23,10,5,25,6,7,9,24,28,26,27,1,29,0,32,31,2,30,3,4,16
19,18,14,20,16,22,21,15,23,11,25,24,12,10,8,7,13,26,5,28,27,9,6,29,32,31,1,0,30,2,3,4,17
17,19,14,20,25,12,21,16,11,23,10,24,8,15,22,13,26,9,28,7,5,27,32,29,31,6,0,1,30,2,3,4,18
17,18,10,14,20,24,7,15,22,23,8,11,25,5,12,16,21,9,13,26,0,6,1,27,28,31,29,32,2,3,4,30,19
22,21,23,17,25,19,24,18,26,14,16,28,27,15,29,11,12,32,31,7,10,8,13,30,5,6,9,1,0,2,3,4,20
20,22,23,17,16,28,25,18,26,14,27,15,19,24,29,11,12,32,13,31,30,10,8,7,5,6,9,1,0,2,3,4,21
20,21,23,17,27,15,24,19,26,14,16,28,25,18,7,29,11,31,5,10,8,12,32,13,30,6,9,1,0,3,2,4,22
24,25,26,20,21,22,28,27,29,17,19,18,32,31,30,14,16,15,10,11,7,12,8,5,13,9,6,0,1,3,2,4,23
23,25,26,20,19,31,22,27,29,17,18,32,21,28,30,14,15,7,10,16,11,8,12,5,0,13,9,1,6,3,4,2,24
23,24,26,20,18,32,21,28,29,17,19,31,22,27,30,14,16,10,15,12,11,8,7,13,5,9,6,0,1,2,3,4,25
27,28,23,29,24,25,30,32,31,20,21,22,17,19,18,14,16,15,7,11,10,12,8,5,13,6,9,0,1,3,2,4,26
26,28,29,23,22,30,24,31,20,21,25,32,17,19,18,15,14,16,7,11,10,5,12,8,13,6,0,1,9,3,4,2,27
26,27,29,23,21,30,25,32,20,22,24,31,17,18,16,19,14,15,11,12,7,10,8,13,5,6,9,1,0,3,2,4,28
31,32,30,26,28,27,23,24,25,20,21,22,17,19,18,14,16,15,7,10,11,12,8,5,13,0,9,6,1,3,4,2,29
29,32,31,26,28,27,23,24,25,20,21,22,17,19,18,14,16,15,7,10,11,12,8,5,13,6,0,9,1,3,4,2,30
29,30,32,26,24,27,23,25,28,20,22,19,21,17,18,14,15,7,16,10,11,8,12,5,0,13,1,6,9,4,3,2,31
29,30,31,26,25,28,23,24,27,20,21,22,18,17,19,14,16,15,10,12,11,7,8,5,13,9,0,6,1,3,4,2,32
