1,3,2,4,5,6,8,7,11,9,10,17,12,16,15,13,14,18,19,20,23,21,24,22,0
2,0,3,4,5,6,8,11,10,9,7,12,17,16,13,15,14,18,19,23,20,24,21,22,1
1,3,0,4,5,6,10,11,9,8,7,12,13,14,17,16,15,18,19,24,23,21,20,22,2
1,0,2,4,5,11,6,8,9,10,7,12,16,17,14,15,13,18,23,20,21,19,24,22,3
5,1,6,3,2,0,11,8,9,10,7,12,17,16,15,13,14,18,19,23,20,24,21,22,4
4,6,8,7,9,1,10,11,2,0,12,3,17,13,15,16,14,18,19,20,24,21,23,22,5
8,7,5,9,10,11,4,12,17,13,15,16,14,1,18,0,2,19,3,20,21,24,23,22,6
6,8,5,9,13,17,12,10,15,11,4,14,16,19,18,1,20,0,2,24,21,23,3,22,7
6,7,17,5,9,11,4,15,12,16,10,13,14,18,1,0,20,19,3,2,21,23,24,22,8
11,10,12,6,14,7,13,8,15,5,16,17,4,18,24,19,21,23,1,20,2,3,0,22,9
9,11,12,6,14,13,5,7,4,8,15,16,17,2,24,1,18,19,21,23,3,0,20,22,10
9,10,6,12,16,14,8,4,15,5,17,7,13,18,23,1,21,24,3,2,19,20,0,22,11
13,14,15,9,10,16,17,11,18,6,7,24,19,8,21,23,20,5,22,4,1,2,3,0,12
12,14,15,9,7,19,10,17,18,6,24,21,16,11,8,20,23,5,22,4,1,2,0,3,13
12,13,24,9,15,10,11,21,16,23,18,17,19,6,22,7,20,8,5,4,1,2,3,0,14
16,17,12,18,20,14,13,19,21,9,23,11,8,24,6,7,10,22,5,4,1,0,3,2,15
15,17,12,18,11,23,20,14,9,21,8,13,19,6,24,22,10,7,5,4,1,3,0,2,16
15,16,8,18,12,20,19,6,13,7,9,11,14,21,23,10,5,24,22,4,1,0,3,2,17
19,20,21,15,17,16,22,23,24,12,13,14,9,11,8,7,6,10,5,4,1,0,2,3,18
18,20,21,15,13,17,24,22,12,14,16,23,7,9,6,8,11,10,5,4,1,0,2,3,19
18,19,15,21,17,22,16,23,24,12,13,14,8,9,11,6,7,10,5,4,1,0,3,2,20
24,23,22,18,20,19,15,14,16,12,13,17,9,11,10,6,8,7,5,4,1,3,2,0,21
21,24,23,18,20,19,15,14,16,12,13,17,9,11,10,8,7,6,5,4,1,3,2,0,22
21,22,24,18,16,14,20,15,12,19,17,13,11,9,10,8,6,7,5,4,1,3,2,0,23
21,22,23,14,18,19,12,13,15,20,16,17,9,10,11,6,7,8,5,4,1,2,3,0,24
