1,2,3,4,17,5,12,6,7,16,13,15,8,14,11,10,9,0
0,3,2,4,5,17,6,12,7,13,16,14,8,15,10,11,9,1
1,3,0,4,17,5,12,6,16,7,13,14,15,8,9,11,10,2
1,2,0,4,5,17,6,12,7,13,16,8,14,10,15,9,11,3
5,17,1,0,2,3,6,12,7,13,16,8,14,15,10,11,9,4
6,4,17,7,1,12,3,0,2,8,10,13,11,9,16,14,15,5
5,7,4,12,8,10,17,11,9,1,13,3,15,14,0,2,16,6
6,12,8,11,9,10,17,5,13,4,15,14,16,1,0,2,3,7
9,11,10,7,6,12,15,13,14,5,17,16,4,1,0,3,2,8
8,10,11,7,14,15,13,12,6,16,17,5,4,1,2,3,0,9
8,9,11,7,6,12,5,15,13,14,17,4,16,1,3,0,2,10
8,10,9,7,15,12,6,13,14,17,16,5,4,1,0,2,3,11
17,7,13,14,15,16,6,4,8,5,9,11,10,1,2,0,3,12
15,14,16,12,17,7,9,8,11,4,6,10,5,1,2,0,3,13
13,16,15,12,9,7,8,17,11,6,10,4,5,2,1,0,3,14
13,16,14,12,11,9,8,7,17,10,6,4,5,1,2,0,3,15
13,15,14,12,17,7,9,4,8,11,6,2,5,1,0,10,3,16
4,12,5,7,13,1,16,6,2,0,14,15,3,8,9,11,10,17
