1,2,3,31,4,33,32,42,5,34,11,35,7,38,37,40,6,36,9,41,45,43,8,39,14,10,44,12,13,48,46,17,50,15,47,56,49,16,57,19,18,55,51,52,20,23,21,54,26,58,53,30,24,22,27,25,28,29,0
0,2,3,31,4,32,33,5,7,11,6,34,9,35,42,36,14,8,37,38,12,10,40,41,13,17,39,15,45,43,16,44,19,18,48,46,50,20,23,21,49,56,26,47,30,51,57,24,22,55,52,27,25,54,53,28,58,29,1
1,3,31,0,32,4,7,5,33,6,11,8,34,35,9,42,14,36,12,10,37,17,40,38,41,15,13,39,16,45,43,19,44,18,23,50,20,48,46,21,26,56,49,24,30,47,22,57,55,51,27,52,25,54,28,58,29,53,2
4,1,5,2,31,0,7,11,6,9,32,14,8,10,12,33,13,17,15,34,16,36,19,35,42,18,38,37,20,40,23,21,26,41,39,45,30,24,43,22,27,44,48,25,46,28,50,29,49,47,56,51,57,55,52,54,53,58,3
3,5,6,1,11,7,0,9,2,10,8,31,12,14,32,13,17,15,33,16,18,19,34,42,20,36,35,26,38,23,21,37,30,40,24,45,27,41,22,39,43,25,29,44,28,48,46,50,47,49,56,57,51,55,52,54,53,58,4
4,6,8,7,3,9,11,10,1,2,12,17,14,0,15,16,31,13,18,32,19,26,20,23,33,21,30,24,27,22,34,25,29,42,36,35,28,38,37,40,41,45,39,43,44,48,46,50,47,56,49,57,51,55,52,54,58,53,5
7,8,9,5,10,11,12,4,3,17,14,15,16,13,1,2,18,19,31,26,20,0,23,21,30,24,32,27,22,25,33,29,28,34,36,35,42,38,37,40,41,39,45,43,44,48,46,50,49,47,56,51,57,55,52,54,53,58,6
6,8,5,9,14,3,12,17,11,4,15,10,2,1,13,16,31,19,18,0,23,20,21,32,26,24,30,22,33,27,25,28,34,36,29,35,42,38,37,40,41,39,45,43,44,48,50,46,49,56,47,51,57,55,52,54,53,58,7
6,7,5,17,9,10,15,16,12,11,14,4,3,13,26,18,23,19,21,24,20,30,2,1,27,25,31,22,0,29,28,32,33,34,36,35,42,38,37,40,41,39,45,43,44,48,46,50,49,56,47,51,57,55,52,54,53,58,8
10,11,12,6,13,8,14,7,15,5,16,17,4,3,18,20,19,1,30,26,21,23,31,2,24,0,27,22,28,29,25,32,33,36,34,35,38,42,37,40,39,45,41,43,48,44,46,50,47,49,51,56,57,55,52,54,53,58,9
9,11,6,12,16,8,13,5,15,7,14,17,4,18,3,20,30,26,19,21,24,27,23,1,29,2,22,28,0,31,25,32,33,34,36,38,42,35,37,40,45,39,41,43,44,48,46,50,47,49,56,51,57,55,52,53,54,58,10
9,10,12,6,13,14,4,3,5,7,8,15,16,17,1,31,18,19,20,0,2,30,32,21,26,23,33,24,27,22,28,29,36,34,25,38,35,42,37,40,39,45,41,43,48,44,46,50,47,49,51,56,57,55,52,53,54,58,11
14,13,15,9,11,16,17,10,18,6,19,7,20,8,21,5,30,23,3,26,4,24,22,27,28,25,1,31,29,2,0,32,33,36,34,35,38,37,42,40,39,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,12
12,14,9,15,20,11,10,18,16,19,17,6,30,7,8,21,27,24,5,26,22,23,3,28,4,29,25,1,31,2,0,32,33,36,34,38,35,37,42,40,39,45,41,43,48,44,46,50,47,49,51,56,57,52,55,53,54,58,13
12,13,15,9,19,7,11,17,18,6,20,16,10,8,3,21,5,23,4,22,30,31,26,24,1,27,2,28,25,32,0,29,33,36,34,35,38,37,42,39,40,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,14
17,16,12,18,13,19,14,20,21,9,8,26,23,10,6,24,30,7,22,11,27,25,28,5,29,3,4,1,31,2,0,32,33,36,34,35,38,37,42,40,39,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,15
15,17,26,18,12,30,10,20,13,9,8,24,21,27,6,19,14,23,29,11,7,25,22,28,5,4,3,1,2,31,0,32,33,36,34,35,38,42,37,40,39,41,45,43,48,44,46,50,49,47,51,56,57,55,52,54,53,58,16
15,16,8,18,12,23,14,19,21,7,6,26,9,24,20,13,10,22,11,30,5,25,27,28,3,4,29,2,1,31,0,32,33,36,34,35,38,42,37,40,39,41,45,43,48,44,50,46,49,47,56,51,57,55,52,54,53,58,17
20,19,15,21,22,17,23,16,12,24,13,30,14,26,27,28,25,9,10,8,29,6,7,11,5,3,4,31,1,2,0,32,33,36,34,35,38,37,42,39,40,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,18
18,20,21,15,14,22,23,12,17,13,16,24,30,26,9,27,28,7,25,6,8,11,10,29,5,3,4,31,1,2,32,0,33,36,34,35,38,37,42,39,40,41,45,43,48,50,46,44,49,51,47,56,52,57,55,54,53,58,19
18,19,30,21,15,13,22,16,27,12,28,24,14,23,17,26,29,25,9,10,11,8,6,7,5,3,4,31,1,2,0,32,33,36,34,35,38,37,42,39,40,45,41,43,48,46,44,50,49,47,51,56,57,52,55,54,53,58,20
22,23,24,18,19,25,20,26,27,15,17,28,16,30,29,12,13,14,8,9,10,6,7,11,5,3,4,31,1,2,32,0,33,36,34,35,38,37,42,39,40,41,45,43,48,44,50,46,49,51,47,56,57,52,55,54,53,58,21
21,23,24,18,28,19,25,20,27,26,30,15,17,29,16,12,13,14,9,8,10,7,6,11,5,3,4,31,1,2,32,0,33,36,34,35,38,37,42,39,40,41,45,43,48,50,44,46,49,51,47,56,52,57,55,54,53,58,22
21,22,24,18,17,25,19,26,15,20,16,27,28,30,12,14,29,8,13,7,9,6,10,11,5,3,4,2,31,1,32,0,33,36,34,35,38,37,42,39,40,41,45,43,48,44,50,46,49,51,47,56,52,57,55,54,53,58,23
26,25,21,27,23,22,30,29,28,18,16,20,15,17,19,12,13,8,14,10,9,6,7,11,5,4,3,1,2,31,0,32,33,36,34,35,38,37,42,40,39,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,24
24,26,21,27,22,23,29,28,30,18,16,20,15,17,19,12,8,13,14,10,9,6,7,11,5,4,3,2,1,31,0,32,33,36,34,35,38,37,42,40,39,41,45,43,48,44,50,46,49,47,51,56,57,52,55,54,53,58,25
24,25,16,21,27,23,30,29,15,17,18,22,28,20,8,19,12,10,13,9,6,14,7,11,5,4,3,2,1,31,0,32,33,36,34,35,38,42,37,40,39,41,45,43,48,44,46,50,49,47,56,51,57,55,52,54,53,58,26
28,30,29,24,25,26,21,20,22,18,16,23,15,19,17,13,12,10,14,9,8,6,11,7,5,4,3,1,31,2,0,32,33,36,34,35,38,37,42,40,39,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,27
