27,30,29,24,22,25,21,20,18,26,23,16,19,15,13,17,12,14,10,9,8,6,11,7,5,4,3,1,31,2,0,32,33,36,34,35,38,37,42,39,40,41,45,43,48,44,46,50,49,47,51,56,57,52,55,54,53,58,28
27,30,28,24,25,26,21,16,22,20,18,23,15,17,19,13,12,10,8,9,14,6,11,7,5,4,3,1,2,31,0,32,33,36,34,35,38,42,37,40,39,45,41,43,48,44,46,50,47,49,51,56,57,52,55,54,53,58,29
27,29,28,20,24,16,26,18,21,15,25,22,13,12,19,23,17,10,9,14,8,6,11,7,5,4,3,1,31,2,0,32,33,36,34,38,35,37,42,40,39,45,41,43,48,44,46,50,47,49,51,56,57,52,55,54,53,58,30
32,1,33,2,3,0,34,4,36,35,7,11,5,37,42,6,38,14,9,40,12,39,41,8,10,13,45,17,43,15,19,44,48,50,46,16,18,20,49,23,47,56,51,21,26,57,52,55,22,30,24,54,27,53,58,25,28,29,31
31,33,34,1,35,36,2,0,3,37,42,38,40,41,39,4,7,43,11,45,5,6,14,50,44,48,9,46,12,49,8,56,51,10,13,47,17,15,19,52,55,57,54,18,16,53,20,58,23,21,26,22,30,24,27,25,28,29,32
34,32,36,35,31,37,38,42,0,1,40,39,41,2,3,43,45,48,44,50,46,4,49,11,7,47,51,56,5,6,14,57,52,9,55,54,12,53,8,10,13,58,17,15,19,18,16,20,23,21,26,22,30,24,27,25,28,29,33
35,36,33,37,39,38,32,40,42,41,31,43,50,48,45,0,46,1,44,49,2,51,47,56,3,52,55,57,54,4,53,58,7,11,5,14,6,9,12,13,8,10,17,19,15,18,16,20,23,21,22,26,30,24,27,28,25,29,34
34,36,33,37,41,32,40,39,42,38,50,31,43,48,46,44,45,49,0,1,2,51,56,52,47,55,3,54,57,53,4,58,7,11,5,14,6,9,12,8,13,10,17,19,15,18,16,20,23,21,22,26,24,30,27,25,28,29,35
34,35,33,37,39,38,32,40,31,41,42,48,43,50,1,45,46,0,49,51,44,2,3,47,56,52,54,4,55,57,53,11,7,14,5,6,58,9,12,13,10,8,19,17,15,18,20,16,23,21,22,30,26,24,27,28,25,29,36
38,39,40,34,36,41,42,35,43,33,48,45,46,50,44,49,32,51,47,31,56,52,0,57,55,1,54,53,2,58,3,4,11,7,5,14,6,9,12,13,10,8,17,15,19,18,16,20,23,21,22,30,26,24,27,28,25,29,37
37,39,40,34,45,48,36,43,33,42,46,41,35,44,50,47,32,49,51,31,0,1,52,57,56,55,53,54,2,3,58,4,11,7,5,14,9,6,12,13,10,8,15,17,19,18,16,20,23,21,30,22,26,24,27,28,25,29,38
37,38,48,40,34,36,50,41,46,35,43,49,51,42,45,33,44,47,52,32,56,54,55,53,57,31,58,0,1,2,3,4,11,7,14,5,6,9,12,13,10,8,19,17,15,18,16,20,23,21,22,30,26,24,27,28,25,29,39
41,42,37,43,44,39,45,38,34,46,50,35,48,33,49,36,47,56,51,57,55,52,32,54,0,53,31,58,1,2,3,4,11,5,7,6,14,9,12,10,8,13,17,15,19,16,18,20,23,21,26,30,22,24,27,28,25,29,40
40,42,50,37,43,35,44,39,34,56,46,49,45,38,48,33,55,36,52,51,57,47,54,32,58,53,0,31,1,2,3,4,7,5,11,6,14,9,12,8,10,13,17,15,19,16,18,20,23,21,26,22,30,24,27,25,28,29,41
40,41,43,37,45,44,34,38,33,35,39,46,50,32,48,36,0,56,49,47,57,31,1,55,52,51,2,54,58,53,3,4,5,11,7,6,9,14,8,10,12,13,17,15,19,16,18,20,23,21,26,30,22,24,27,25,28,29,42
44,45,40,46,48,42,41,47,37,49,50,38,39,57,56,55,52,51,34,53,35,33,54,58,36,32,0,31,1,2,3,4,11,5,7,6,9,14,12,10,8,13,17,15,19,16,18,20,23,21,30,26,22,24,27,28,25,29,43
43,45,57,40,46,56,41,42,47,55,49,50,52,48,37,58,38,39,53,51,54,34,35,33,36,32,0,31,1,2,3,4,5,11,7,6,9,14,10,8,12,13,17,15,19,16,18,20,23,21,26,30,22,24,27,28,25,29,44
43,44,46,40,42,47,48,38,37,41,39,49,57,50,34,55,56,51,52,33,35,53,36,58,54,0,32,31,1,2,3,4,11,5,7,6,9,14,10,12,13,8,15,17,19,16,18,20,23,21,30,26,22,24,27,28,25,29,45
47,48,49,43,51,45,44,50,52,40,39,57,53,37,41,55,38,56,54,42,58,34,35,36,33,32,0,31,1,2,3,4,11,5,7,6,14,9,12,10,13,8,17,15,19,16,18,20,23,21,30,22,26,24,27,28,25,29,46
46,48,49,43,57,53,45,52,44,51,55,50,40,56,54,39,58,38,41,37,42,34,35,36,33,32,0,31,1,2,3,4,11,5,7,6,9,14,12,10,13,8,15,17,19,16,18,20,23,21,30,26,22,24,27,28,25,29,47
46,47,39,43,49,51,45,38,37,40,50,44,52,41,53,42,34,57,55,54,36,56,35,33,58,32,0,31,1,2,3,4,11,5,7,14,6,9,12,13,10,8,19,15,17,18,16,20,23,21,30,22,26,24,27,28,25,29,48
50,51,52,46,54,47,48,53,55,43,56,57,44,39,41,40,58,45,37,38,42,34,35,36,33,32,0,31,1,2,3,4,11,7,5,14,6,9,12,13,10,8,17,19,15,18,16,20,23,21,22,30,26,24,27,28,25,29,49
49,51,41,46,52,39,54,56,43,40,48,55,44,37,47,53,57,35,42,45,58,34,38,36,33,32,31,0,1,2,3,4,7,11,5,14,6,9,12,8,13,10,17,19,15,18,16,20,23,21,22,26,30,24,27,28,25,29,50
49,50,52,46,48,53,54,47,39,43,55,56,41,57,40,37,44,45,58,38,34,42,35,36,33,32,31,0,1,2,3,4,11,7,5,14,6,9,12,13,10,8,19,17,15,18,16,20,23,21,22,30,26,24,27,28,25,29,51
53,54,55,49,51,57,56,50,58,46,47,44,43,48,41,40,39,45,37,42,38,35,34,36,33,32,0,31,1,2,3,4,11,5,7,6,14,9,12,10,8,13,17,15,19,18,16,20,23,21,22,26,30,24,27,28,25,29,52
52,54,55,49,47,51,57,58,46,50,56,48,44,43,45,41,40,39,37,38,42,34,35,36,33,32,0,31,1,2,3,4,11,5,7,6,14,9,12,10,13,8,17,15,19,18,16,20,23,21,30,22,26,24,27,28,25,29,53
52,53,49,55,51,50,58,56,57,46,47,44,48,41,43,39,40,45,37,42,35,38,34,36,33,32,0,31,1,2,3,4,11,7,5,6,14,9,12,8,10,13,17,19,15,18,16,20,23,21,22,26,30,24,27,28,25,29,54
57,56,58,52,54,53,49,44,50,46,47,43,51,41,40,48,45,42,39,37,38,35,34,36,33,32,0,31,1,2,3,4,5,11,7,6,9,14,12,8,10,13,17,15,19,16,18,20,23,21,26,30,22,24,27,25,28,29,55
55,58,57,52,44,50,54,49,41,43,46,53,40,47,51,42,45,48,39,37,35,38,34,33,36,32,0,31,1,2,3,4,5,7,11,6,9,14,8,12,10,13,17,15,19,16,18,20,23,21,26,22,30,24,27,25,28,29,56
55,58,56,44,52,47,53,46,49,43,54,50,45,51,41,48,40,42,39,37,38,34,35,33,36,32,0,31,1,2,3,4,5,11,7,6,9,14,10,8,12,13,17,15,19,16,18,20,23,21,26,30,22,24,27,28,25,29,57
55,57,56,52,54,53,49,44,50,47,46,51,43,41,40,48,45,42,39,37,38,35,34,36,33,32,0,31,1,2,3,4,5,11,7,6,9,14,8,12,10,13,17,15,19,16,18,20,23,21,26,30,22,24,27,25,28,29,58
