1,3,2,7,4,5,6,8,0
0,3,2,4,5,7,6,8,1
1,0,3,4,5,7,6,8,2
4,5,1,0,2,6,7,8,3
3,5,1,2,0,6,7,8,4
6,3,8,4,7,1,0,2,5
5,7,8,3,1,4,0,2,6
6,8,5,1,3,0,4,2,7
6,5,7,3,1,4,0,2,8
