1,2,3,5,11,6,4,10,9,7,8,12,17,13,16,14,15,18,19,28,29,22,20,21,27,24,23,31,30,26,25,32,33,0
2,0,3,6,7,11,9,4,10,5,8,12,13,14,17,15,16,18,19,20,28,22,29,21,27,24,23,26,31,30,25,32,33,1
1,3,6,0,4,7,8,9,5,10,11,12,14,13,15,16,17,18,20,19,28,29,22,21,27,24,23,26,31,30,25,32,33,2
2,4,5,1,6,8,0,7,9,10,11,12,14,13,15,16,17,18,20,19,28,29,21,22,27,24,31,23,26,30,32,25,33,3
5,3,2,8,6,1,0,10,7,9,11,14,12,13,16,15,17,28,20,18,19,29,27,21,22,31,24,30,26,32,23,25,33,4
4,3,2,0,1,8,6,10,9,7,11,14,12,16,13,15,17,28,18,20,29,27,19,31,22,21,30,24,26,32,23,33,25,5
7,8,2,9,10,11,3,12,1,13,14,4,0,15,5,17,16,18,20,19,28,21,22,29,27,24,23,26,30,31,25,32,33,6
6,8,2,9,13,1,11,12,3,14,10,0,4,15,17,5,19,16,18,20,28,21,22,23,29,27,24,26,25,30,31,32,33,7
6,7,2,9,14,3,10,12,4,13,11,1,5,15,16,0,20,17,18,19,28,21,27,29,22,24,26,23,31,30,32,25,33,8
11,10,12,6,13,14,15,8,7,2,17,16,1,18,3,0,19,20,28,4,5,21,22,29,27,24,23,26,30,31,25,32,33,9
9,11,12,16,6,14,15,2,8,17,13,1,7,0,28,18,3,5,4,20,29,19,27,22,21,24,31,30,23,26,25,32,33,10
9,10,12,17,6,13,15,7,1,2,16,14,0,8,18,19,3,22,20,21,4,28,5,29,27,23,24,26,25,30,31,32,33,11
13,14,9,15,16,17,11,10,18,6,20,19,8,7,28,21,2,22,27,29,1,24,23,26,3,0,4,25,30,5,31,32,33,12
12,14,15,9,19,17,11,18,7,6,20,16,8,10,21,2,22,23,28,1,24,27,26,3,29,0,4,25,5,30,32,31,33,13
12,13,15,9,20,8,16,10,18,6,19,28,17,11,7,21,2,27,24,22,26,29,23,3,1,4,30,32,31,5,25,0,33,14
16,17,12,18,19,14,13,20,9,21,22,11,10,28,29,24,27,23,6,26,8,25,7,30,2,31,32,1,33,0,3,4,5,15
15,17,28,12,18,29,10,14,27,9,22,21,20,11,24,19,13,26,30,23,25,31,6,8,32,33,7,2,1,0,3,5,4,16
15,16,18,12,11,22,19,13,9,21,10,14,20,23,29,28,24,27,6,7,25,26,8,2,1,30,0,31,33,32,3,4,5,17
20,19,15,21,23,17,16,22,12,24,13,14,28,26,27,29,25,9,11,10,30,32,6,33,31,8,7,2,1,3,0,4,5,18
18,20,15,21,23,13,17,12,22,14,16,24,26,9,28,11,27,25,29,10,6,7,8,30,32,33,31,2,1,3,0,4,5,19
18,19,21,15,14,28,26,24,12,16,23,27,13,22,17,29,25,9,32,30,10,11,31,8,33,6,7,2,1,3,4,5,0,20
22,23,24,18,25,19,26,20,15,27,29,16,17,28,30,12,14,13,33,32,31,9,10,11,6,8,7,2,1,0,3,4,5,21
21,23,24,18,17,29,25,15,16,27,19,20,26,28,12,30,33,13,14,11,9,32,10,31,6,7,8,2,1,0,3,5,4,22
21,22,24,18,19,25,26,20,15,27,17,29,28,16,30,12,13,33,32,14,31,9,11,10,6,7,8,2,1,0,3,4,5,23
26,25,27,21,23,28,29,22,30,18,20,32,33,16,15,19,31,17,12,14,13,10,9,11,6,8,7,2,1,0,3,4,5,24
24,26,21,27,33,23,22,30,29,32,28,18,31,20,16,19,15,17,12,14,13,10,9,11,6,8,7,2,1,0,5,3,4,25
24,25,27,21,32,20,23,28,30,18,33,29,22,19,31,16,15,14,17,12,13,9,10,11,8,6,7,2,1,3,4,5,0,26
29,28,24,30,25,26,31,32,33,21,16,22,18,20,15,23,17,19,14,12,10,9,13,11,8,6,7,2,1,5,4,0,3,27
27,29,16,24,30,20,26,31,32,18,21,15,14,25,33,22,12,17,23,10,19,9,13,11,8,6,7,2,1,5,4,3,0,28
27,28,24,30,16,22,31,33,25,21,15,26,18,32,17,20,23,10,12,19,14,9,11,13,6,8,2,7,1,0,5,4,3,29
33,32,31,27,28,29,24,25,26,21,16,22,20,18,23,15,14,17,19,12,10,9,13,11,8,6,2,7,5,1,4,0,3,30
30,33,32,27,28,29,24,25,26,16,21,20,22,18,15,23,14,10,17,12,19,9,13,11,8,6,2,5,7,4,1,0,3,31
30,31,33,27,26,28,24,25,29,21,20,18,16,23,22,15,14,19,12,17,10,13,9,11,8,6,7,2,5,4,1,3,0,32
30,31,32,27,25,29,24,26,28,21,22,23,16,20,18,15,17,19,14,12,10,9,13,11,8,6,2,7,5,1,0,4,3,33
