1,2,3,4,5,14,17,6,8,12,15,9,16,7,10,13,18,11,20,19,21,23,24,22,0
0,3,2,4,5,6,14,8,17,7,9,12,10,15,16,13,11,20,18,19,21,24,23,22,1
1,3,0,4,5,14,6,10,9,12,8,17,7,15,13,16,11,18,20,19,24,21,23,22,2
1,2,0,4,5,6,8,7,14,17,9,10,12,15,11,16,13,20,18,19,24,21,23,22,3
5,1,6,2,3,8,0,17,14,9,12,7,15,10,16,11,13,20,18,19,21,24,23,22,4
4,6,7,8,9,1,10,14,2,3,12,17,11,15,0,13,20,16,18,24,19,21,23,22,5
8,7,5,9,10,11,4,12,17,14,15,20,13,18,1,16,3,2,24,19,21,0,23,22,6
6,8,5,9,11,10,4,12,20,14,17,15,13,18,3,1,24,2,21,16,19,0,22,23,7
6,7,17,5,9,20,4,11,15,12,18,10,14,19,16,13,1,21,24,3,2,22,0,23,8
11,10,12,6,7,14,13,8,15,5,20,17,18,24,4,16,21,19,23,22,1,2,3,0,9
9,11,12,6,13,14,7,5,8,15,24,4,20,17,18,16,21,2,1,23,19,22,3,0,10
9,10,12,20,6,24,7,13,8,18,15,21,14,17,5,22,16,19,23,4,1,2,3,0,11
13,14,9,15,11,16,10,17,6,18,24,8,20,21,5,23,4,7,19,22,1,2,0,3,12
12,14,24,15,9,10,16,11,21,23,18,17,20,6,22,19,8,5,7,4,2,1,0,3,13
12,13,9,15,16,17,10,5,6,4,11,8,18,2,1,24,7,20,21,23,19,0,3,22,14
17,16,18,12,13,19,14,20,21,9,23,8,11,24,6,22,10,4,5,7,1,2,0,3,15
15,17,12,18,23,13,14,19,21,20,24,9,22,11,8,6,4,10,5,7,1,2,0,3,16
15,16,12,18,8,19,14,20,6,4,9,5,13,11,21,23,7,24,10,1,22,0,2,3,17
20,19,15,21,16,17,22,24,23,12,11,13,9,8,14,6,10,7,5,4,1,2,0,3,18
18,20,15,21,17,16,22,23,24,12,8,11,13,9,14,6,4,10,7,5,1,0,2,3,19
18,19,11,15,21,8,17,24,22,9,12,6,16,23,13,7,10,14,5,4,1,2,3,0,20
24,23,22,18,19,20,15,13,16,12,11,17,9,14,8,10,6,7,5,4,1,2,0,3,21
21,24,23,18,19,20,15,11,16,13,12,17,9,8,14,6,10,7,5,4,1,2,0,3,22
21,24,22,18,16,19,15,13,12,20,17,11,14,9,10,8,6,7,5,4,1,2,0,3,23
21,22,23,13,18,11,20,12,15,9,19,16,10,14,17,6,8,7,5,4,1,2,0,3,24
