1,2,3,4,5,8,6,7,9,11,10,12,16,13,14,19,17,15,20,18,23,21,22,25,24,29,31,27,26,30,28,32,33,0
0,2,3,5,4,6,8,7,9,11,10,12,16,13,14,19,17,15,20,18,23,21,25,22,24,29,27,31,26,30,28,32,33,1
1,0,3,6,8,5,7,4,11,10,9,13,12,16,14,19,15,17,18,20,23,21,25,22,24,29,27,26,31,28,30,32,33,2
4,5,6,1,7,2,0,8,9,10,16,11,13,12,14,19,17,15,20,23,18,21,22,25,24,29,26,31,27,30,28,32,33,3
3,5,6,1,9,7,8,0,2,16,10,11,13,14,19,12,17,15,20,23,18,21,22,25,24,29,31,27,26,30,32,28,33,4
3,4,6,1,2,0,7,9,8,16,10,11,13,14,12,15,19,17,23,20,18,21,22,25,24,26,29,31,27,30,28,32,33,5
3,7,5,9,4,8,10,1,16,2,11,13,14,0,12,19,15,17,20,18,23,21,25,22,24,29,26,27,31,30,28,32,33,6
9,8,6,10,3,11,12,13,4,16,14,1,19,2,5,17,0,15,18,20,23,21,25,22,24,29,27,31,26,30,28,32,33,7
7,9,6,10,3,1,4,11,12,2,0,13,5,19,16,14,17,18,15,20,23,21,25,29,22,24,27,31,26,30,28,33,32,8
7,8,6,16,10,4,19,12,3,14,13,17,11,5,20,1,15,18,2,0,23,21,22,25,24,29,31,27,26,30,28,32,33,9
12,11,13,7,14,9,8,6,16,19,17,15,18,3,2,4,1,20,5,23,21,25,0,24,29,22,27,26,31,28,30,32,33,10
10,12,13,7,8,6,14,9,2,16,3,19,1,17,15,18,4,5,0,20,23,25,21,24,29,22,27,26,28,31,30,32,33,11
10,11,13,19,7,9,8,14,17,18,16,6,15,20,3,4,2,25,1,21,29,23,24,5,0,27,22,31,28,26,30,33,32,12
10,14,15,11,12,16,7,17,19,18,6,9,8,20,23,25,3,21,4,24,5,2,1,29,22,27,26,0,28,31,30,32,33,13
16,15,13,17,10,19,18,20,23,12,9,7,21,25,6,11,24,22,8,29,3,26,27,4,5,31,28,30,1,2,32,33,0,14
14,16,13,23,17,25,18,21,20,24,10,19,26,12,22,9,7,11,6,27,29,28,8,31,30,3,4,5,32,33,2,1,0,15
14,15,13,9,17,7,23,6,10,19,20,21,18,12,3,4,11,8,5,22,25,24,1,26,29,2,27,31,0,30,28,32,33,16
18,19,20,14,15,21,16,13,23,12,25,10,24,9,29,22,7,27,31,26,11,6,30,8,28,32,4,33,3,5,1,2,0,17
17,19,20,25,14,29,15,21,24,13,12,27,23,16,10,28,22,26,9,31,30,7,11,33,32,6,8,4,3,5,2,1,0,18
17,18,20,12,14,9,10,16,13,7,21,15,29,8,23,11,25,6,24,22,27,31,4,3,30,26,28,5,33,1,32,2,0,19
21,17,19,22,23,18,24,14,29,16,25,15,31,27,30,26,13,9,12,28,32,10,33,7,6,11,8,4,3,5,1,2,0,20
23,22,20,24,25,26,17,27,18,31,15,29,30,14,16,32,19,28,33,13,9,12,10,7,6,11,8,4,3,5,1,2,0,21
21,23,20,31,24,26,30,32,27,17,25,29,18,33,15,28,14,16,19,9,13,12,10,7,6,4,11,8,3,5,1,2,0,22
21,22,20,15,24,14,25,17,26,16,18,27,19,13,31,29,30,32,28,9,10,7,12,6,33,11,4,3,8,5,1,2,0,23
26,25,27,21,28,22,29,23,30,20,32,18,31,17,15,33,14,19,16,13,12,10,9,7,11,6,8,4,3,5,1,2,0,24
24,26,27,21,18,15,28,29,23,17,20,14,22,30,32,13,19,31,16,33,12,10,9,11,7,6,8,3,4,5,2,1,0,25
24,25,27,21,32,22,28,23,30,29,31,20,15,33,18,17,14,16,19,13,12,10,9,7,11,6,8,4,3,5,1,2,0,26
29,28,24,30,25,26,33,31,32,21,22,20,18,17,23,15,19,14,16,13,12,10,9,7,11,6,8,4,3,5,1,2,0,27
27,29,24,30,25,33,26,32,31,21,18,22,20,23,17,15,19,14,13,16,12,10,9,11,7,6,8,4,3,5,1,2,0,28
27,28,30,24,18,31,25,33,20,21,17,26,32,22,19,23,14,15,12,13,16,10,9,7,11,8,6,4,3,5,1,2,0,29
32,31,33,27,29,28,24,22,26,21,20,25,23,18,17,19,15,14,16,13,12,9,10,7,11,6,8,4,3,5,1,2,0,30
30,33,32,22,27,29,21,24,20,28,26,23,25,17,18,19,14,15,16,9,13,12,10,7,6,8,11,4,3,5,1,2,0,31
30,33,31,27,26,24,28,22,21,29,25,20,23,18,17,15,19,14,16,13,9,12,10,7,6,11,8,4,3,5,1,2,0,32
30,31,32,27,28,29,24,22,26,21,20,25,18,17,23,19,15,14,16,12,13,9,10,7,11,6,8,4,3,5,1,2,0,33
