1,2,3,4,15,6,16,5,14,12,21,7,8,17,18,13,9,20,19,10,11,0
2,0,3,4,15,5,6,14,16,21,12,7,8,18,17,13,20,9,19,10,11,1
3,1,4,0,5,6,15,14,16,12,7,8,21,18,13,17,9,20,19,10,11,2
4,2,5,1,7,12,6,15,8,21,14,18,16,20,0,9,13,17,19,10,11,3
3,2,5,21,1,7,8,18,12,15,20,14,6,9,0,13,19,16,17,10,11,4
3,7,6,12,13,9,2,4,8,14,18,20,16,15,21,1,10,19,17,11,0,5
5,7,3,12,2,13,16,9,14,8,4,15,18,1,10,20,17,11,21,0,19,6
8,9,5,10,6,3,12,20,4,13,18,11,2,21,14,19,16,15,1,17,0,7
7,9,5,10,3,4,6,11,20,12,2,18,13,21,1,14,15,19,16,0,17,8
7,10,8,5,11,13,20,12,6,18,3,19,4,21,14,2,16,17,15,1,0,9
9,11,7,8,20,5,13,12,6,18,3,4,19,21,14,2,16,17,15,1,0,10
10,9,7,8,5,6,13,20,12,3,18,4,19,2,14,21,16,15,17,1,0,11
13,14,18,5,16,19,17,20,15,21,3,7,6,9,4,2,8,10,1,11,0,12
12,14,18,5,9,19,17,16,6,20,7,15,21,3,10,8,4,2,11,1,0,13
15,17,16,12,13,18,5,21,19,3,6,2,20,4,7,1,9,8,0,10,11,14
14,16,17,12,21,3,2,18,5,4,1,19,13,6,20,0,7,9,8,10,11,15
14,17,15,12,13,6,5,2,3,18,19,21,1,7,4,9,20,0,8,10,11,16
14,16,15,12,19,18,13,21,5,20,3,6,2,4,7,9,1,8,0,10,11,17
21,20,19,12,13,14,5,17,15,7,3,4,9,16,8,6,2,10,1,11,0,18
18,20,21,12,17,13,14,15,5,16,9,7,3,4,6,10,8,2,1,11,0,19
18,19,21,12,9,7,13,5,4,8,10,3,14,17,15,6,16,11,2,1,0,20
18,19,20,12,15,4,14,3,5,17,13,7,2,16,9,8,1,6,10,0,11,21
