1,3,2,4,6,5,7,11,8,10,12,9,13,14,15,17,18,16,19,20,21,0
3,2,0,4,6,5,7,11,8,10,12,9,13,14,15,16,17,18,19,20,21,1
1,0,3,4,8,11,6,7,10,5,9,12,14,13,15,17,16,18,19,20,21,2
1,0,2,11,4,5,10,12,7,6,8,9,13,15,14,18,16,17,19,20,21,3
5,6,1,7,9,8,0,2,3,10,12,11,13,14,17,18,16,15,19,20,21,4
4,6,1,7,12,9,3,0,10,11,8,2,18,13,16,17,14,15,19,20,21,5
4,5,7,1,9,0,8,2,3,10,12,11,17,13,14,16,18,15,19,20,21,6
8,9,10,4,6,11,12,5,1,13,2,14,17,3,16,18,15,0,19,20,21,7
7,9,10,4,2,14,6,11,13,1,17,12,5,16,3,0,15,18,19,20,21,8
7,8,17,4,10,6,5,16,12,18,13,14,11,1,2,15,19,3,0,20,21,9
12,11,7,13,15,8,9,14,4,16,18,3,5,17,1,2,6,19,0,20,21,10
10,12,3,13,7,15,14,1,8,2,4,9,5,16,0,18,6,17,19,20,21,11
10,11,7,13,18,5,15,9,4,16,3,1,8,14,17,6,2,19,0,20,21,12
14,15,10,16,11,18,12,17,7,19,8,9,20,4,3,5,1,2,6,21,0,13
13,15,16,10,8,11,17,20,7,19,9,18,12,4,2,1,3,21,5,6,0,14
13,14,10,16,11,12,19,18,20,17,7,8,9,3,4,21,5,1,2,6,0,15
17,18,13,19,15,14,20,10,9,12,7,8,11,21,4,5,6,1,3,2,0,16
16,18,9,19,13,14,20,7,10,8,15,12,11,4,6,5,21,1,2,3,0,17
16,17,19,13,12,9,10,15,7,14,20,11,8,5,4,6,21,3,1,2,0,18
20,16,18,17,13,15,21,14,10,9,12,7,11,8,4,5,6,3,1,2,0,19
19,21,16,14,17,13,15,18,10,9,8,7,12,11,4,5,2,6,3,1,0,20
20,19,16,17,14,15,13,18,10,9,8,12,11,7,4,5,2,6,3,1,0,21
