1,2,3,4,7,5,8,6,0
3,0,2,4,5,7,8,6,1
1,3,0,4,5,7,8,6,2
1,2,0,4,8,5,7,6,3
1,5,2,3,0,6,7,8,4
4,7,8,6,1,0,3,2,5
5,4,7,8,1,3,0,2,6
5,4,0,6,8,1,3,2,7
5,4,3,6,7,1,0,2,8
