1,6,2,9,5,3,8,7,4,0
0,6,2,9,5,4,7,3,8,1
3,4,5,1,6,0,8,7,9,2
2,5,4,1,8,6,0,7,9,3
2,5,3,1,7,6,8,0,9,4
2,4,3,1,0,6,7,8,9,5
8,7,9,1,2,0,4,3,5,6
6,9,8,1,4,2,3,0,5,7
6,9,7,1,3,2,0,4,5,8
6,7,8,1,0,2,4,3,5,9
