1,2,3,4,5,6,7,8,0
2,0,3,4,5,6,7,8,1
3,1,5,4,0,6,7,8,2
4,2,5,1,6,0,7,8,3
3,2,5,1,6,0,7,8,4
6,3,2,4,7,8,1,0,5
5,7,8,3,4,2,1,0,6
8,6,5,3,4,2,1,0,7
7,6,5,3,4,2,1,0,8
