1,2,3,7,4,5,6,8,11,10,9,12,17,13,16,14,15,0
0,2,3,4,7,5,6,8,11,9,10,12,13,17,14,16,15,1
3,1,0,4,7,5,6,8,11,9,10,12,13,17,14,16,15,2
2,4,1,5,6,7,0,8,9,11,10,12,13,17,14,16,15,3
5,3,6,7,8,2,9,11,10,1,12,13,0,17,14,16,15,4
7,6,4,8,10,9,11,3,2,12,1,17,13,0,16,14,15,5
5,7,4,8,10,9,3,2,11,1,12,17,13,0,16,14,15,6
5,6,4,8,10,11,2,3,9,12,1,17,0,13,16,14,15,7
9,10,11,5,7,6,12,4,13,17,3,14,16,2,15,1,0,8
8,10,11,5,6,4,12,13,7,17,3,14,16,15,2,1,0,9
8,9,11,5,6,7,12,17,4,13,16,14,3,15,2,1,0,10
12,8,10,9,17,13,5,7,4,6,16,14,15,3,2,1,0,11
17,13,11,16,14,8,15,10,9,5,7,4,6,3,2,1,0,12
14,12,17,15,11,16,9,8,10,5,4,7,6,3,2,1,0,13
15,13,16,12,17,11,9,8,10,5,4,7,6,3,2,1,0,14
14,16,17,13,12,11,10,9,8,5,7,4,6,3,2,1,0,15
15,17,14,12,13,11,10,8,9,5,7,6,4,3,2,1,0,16
16,12,13,15,11,14,10,8,9,5,7,4,6,3,2,1,0,17
