1,2,3,4,17,16,5,6,14,7,15,9,8,10,11,12,13,0
0,2,3,4,17,6,16,5,14,7,9,15,8,10,12,11,13,1
3,1,0,4,16,5,17,6,14,7,9,15,8,10,12,11,13,2
2,4,16,5,1,17,6,0,14,7,9,15,8,10,12,11,13,3
16,5,3,17,6,7,14,2,9,15,8,1,10,0,12,11,13,4
6,4,7,8,16,9,3,14,2,17,10,15,13,12,11,1,0,5
5,7,4,8,3,2,16,9,14,17,1,10,13,15,12,0,11,6
8,9,5,6,14,4,10,16,13,12,15,11,3,17,2,1,0,7
7,5,9,13,6,10,12,14,4,11,16,15,3,17,2,1,0,8
14,7,10,8,15,12,11,13,16,5,4,6,17,3,2,1,0,9
12,13,11,9,14,7,15,8,16,5,4,6,17,3,2,1,0,10
10,13,12,9,15,14,7,8,16,5,17,4,6,3,2,1,0,11
10,11,13,9,14,7,15,8,16,5,4,17,6,3,2,1,0,12
10,11,12,9,8,7,14,15,5,16,6,4,17,3,2,1,0,13
15,9,16,17,7,4,10,5,11,12,8,13,3,6,2,1,0,14
14,16,9,11,17,10,12,7,4,13,5,8,3,6,2,1,0,15
17,4,14,15,5,9,3,7,2,6,10,8,11,12,13,1,0,16
16,14,4,15,3,2,5,9,7,6,1,10,0,11,8,12,13,17
