1,2,3,4,6,5,7,9,8,10,12,11,13,14,15,16,17,18,24,19,21,22,23,20,25,26,27,31,28,30,29,0
2,3,0,4,6,5,7,9,8,10,12,11,13,14,15,16,17,18,24,19,21,22,23,20,25,26,27,28,31,30,29,1
1,0,3,4,9,5,7,8,6,10,11,14,12,13,15,16,18,17,24,19,22,23,21,20,25,26,27,28,30,31,29,2
1,0,2,4,8,6,7,9,5,10,12,11,15,13,14,16,17,18,24,21,19,22,23,20,26,25,27,28,31,30,29,3
5,6,7,1,9,8,0,3,2,10,12,11,13,14,15,16,17,18,24,19,21,22,23,20,25,26,27,31,28,30,29,4
4,6,1,7,11,0,9,2,10,12,8,3,13,14,15,18,16,17,19,24,23,21,22,20,25,26,27,30,28,31,29,5
4,5,1,7,12,0,8,3,10,11,9,2,13,15,17,14,16,18,19,21,24,22,20,23,25,26,31,27,28,30,29,6
9,8,4,10,12,11,5,6,1,13,14,15,3,2,0,16,17,18,24,19,21,22,23,20,25,26,27,28,31,30,29,7
7,9,4,10,15,3,12,6,1,13,14,2,11,5,0,16,17,24,18,21,19,22,23,20,26,25,27,31,28,30,29,8
7,8,4,10,14,2,11,5,1,13,3,15,12,6,0,16,18,24,17,19,22,23,21,20,25,26,27,28,30,31,29,9
12,11,7,13,14,8,9,15,4,16,17,5,6,18,1,19,24,2,3,21,22,23,20,0,25,26,27,31,28,30,29,10
10,12,13,7,5,18,9,14,16,4,17,6,8,15,1,19,2,23,24,22,20,3,21,0,25,26,30,27,31,28,29,11
10,11,7,13,17,6,15,8,4,16,5,18,14,9,19,1,21,3,20,2,0,24,22,23,25,26,31,28,30,27,29,12
15,14,16,10,18,17,11,12,7,19,24,8,9,21,22,23,20,4,6,5,25,26,1,3,2,27,28,31,30,0,29,13
13,15,24,10,16,9,18,11,7,22,19,23,8,17,12,21,4,20,25,5,27,26,6,2,1,3,28,30,31,0,29,14
13,14,16,10,8,21,12,24,19,7,17,9,22,18,11,20,23,4,26,6,25,5,3,1,27,2,31,28,30,0,29,15
18,17,13,19,20,14,15,21,10,22,11,12,23,24,7,25,9,8,31,26,28,30,27,4,5,6,29,1,2,3,0,16
16,18,19,13,12,20,21,10,15,11,14,22,23,24,7,8,31,25,6,9,4,26,28,5,30,27,1,29,3,2,0,17
16,17,13,19,11,23,20,14,10,22,12,24,15,21,7,25,30,9,28,31,8,5,26,27,4,6,29,1,2,3,0,18
21,20,22,16,17,24,23,18,25,13,15,31,26,14,28,30,27,10,12,11,29,7,8,9,4,6,5,1,3,2,0,19
19,21,31,16,22,17,18,28,23,30,25,26,24,13,29,15,27,14,10,12,11,7,8,9,4,6,5,1,3,2,0,20
19,20,22,16,15,26,17,24,25,13,31,28,23,18,14,27,30,10,12,29,11,8,7,9,4,6,5,3,1,2,0,21
23,24,19,25,27,20,21,26,28,16,30,14,18,31,13,15,17,29,10,11,12,9,7,8,4,5,6,2,1,3,0,22
22,24,19,25,30,18,27,20,16,28,14,21,26,13,31,17,29,15,11,10,9,12,7,8,4,5,6,2,1,3,0,23
22,23,14,25,19,27,26,21,13,15,16,18,20,28,30,17,10,31,9,29,11,7,8,12,4,5,6,2,1,3,0,24
26,27,28,22,24,23,29,30,31,19,21,20,16,14,18,15,13,17,10,11,12,9,8,7,4,5,6,2,1,3,0,25
25,27,28,22,21,24,31,29,19,20,23,30,16,15,14,13,17,18,10,12,8,11,9,7,4,6,5,3,1,2,0,26
25,26,22,28,24,29,23,30,31,19,21,20,14,16,18,13,15,17,10,9,11,7,8,12,4,5,6,2,1,3,0,27
31,30,29,25,27,26,22,20,23,19,21,24,16,18,17,14,13,15,10,11,12,9,7,8,4,5,6,1,2,3,0,28
28,31,30,25,27,26,22,20,23,19,21,24,16,18,17,14,15,13,10,11,12,9,7,8,4,5,6,2,1,3,0,29
28,29,31,25,23,20,27,22,19,26,24,21,18,16,17,14,13,15,11,10,12,9,7,8,4,5,6,2,1,3,0,30
28,29,30,20,25,26,19,22,21,27,23,24,16,17,18,13,15,14,10,12,11,7,8,9,4,6,5,1,3,2,0,31
