1,2,3,4,5,7,6,8,0
0,2,3,4,5,6,7,8,1
3,4,1,5,0,8,6,7,2
2,4,1,5,0,8,6,7,3
2,3,1,5,0,8,7,6,4
6,7,8,2,3,4,1,0,5
5,8,7,2,3,1,4,0,6
5,8,6,2,4,1,3,0,7
5,6,7,2,4,3,1,0,8
