1,2,3,9,6,5,7,4,11,10,8,13,12,17,14,15,16,0
0,2,3,5,4,6,9,7,8,11,10,12,13,14,17,15,16,1
1,0,3,4,5,9,6,7,8,11,10,13,12,14,17,15,16,2
4,5,6,1,7,2,0,9,8,10,11,12,13,14,17,15,16,3
3,5,6,1,8,7,9,2,0,10,12,11,13,14,15,17,16,4
3,4,6,1,2,0,7,8,9,10,12,11,13,14,17,15,16,5
3,7,5,8,4,9,10,1,12,11,0,2,13,14,17,15,16,6
9,8,6,10,3,11,12,13,4,1,0,5,14,15,17,2,16,7
7,9,6,10,4,12,13,3,11,5,1,14,15,0,17,2,16,8
7,8,6,10,3,4,1,0,11,13,12,2,5,14,17,15,16,9
12,11,13,7,14,8,9,6,17,15,16,3,4,0,1,5,2,10
10,12,13,7,17,14,9,6,8,15,0,16,3,1,4,5,2,11
10,11,13,7,15,14,17,8,6,9,16,3,4,5,0,1,2,12
14,10,16,11,15,12,17,7,9,8,6,3,4,0,1,5,2,13
17,15,16,13,10,12,11,7,8,9,6,3,4,0,1,5,2,14
14,16,17,13,12,10,11,8,7,9,6,3,4,0,1,5,2,15
14,15,17,13,10,11,12,7,8,9,6,3,0,4,1,5,2,16
14,16,15,13,11,10,12,7,9,8,6,0,3,1,4,5,2,17
