1,3,2,5,4,6,7,9,29,12,15,10,8,30,28,13,31,14,11,26,22,16,20,19,24,27,17,18,23,25,21,0
0,3,2,5,4,6,7,9,12,29,8,10,15,30,28,31,13,11,14,20,22,26,16,19,24,27,23,17,18,21,25,1
1,0,3,4,5,6,7,29,12,9,30,28,31,8,10,15,13,11,20,22,26,14,19,16,24,23,27,17,18,21,25,2
4,5,1,6,0,2,7,9,8,12,10,29,15,11,30,13,28,14,31,20,16,19,22,26,18,17,24,23,27,21,25,3
3,5,1,6,2,7,0,8,9,12,10,11,30,29,15,13,28,20,31,14,16,19,22,18,26,23,24,17,21,27,25,4
3,6,4,1,7,0,9,8,2,10,12,15,11,29,13,14,30,28,16,20,31,19,26,18,22,17,24,23,21,27,25,5
5,7,3,8,9,4,1,10,0,12,11,2,13,15,14,29,30,16,20,28,18,19,17,22,31,26,21,24,23,27,25,6
8,9,6,5,10,12,11,3,4,13,14,15,1,29,0,20,16,30,18,2,19,28,17,22,26,31,21,24,23,25,27,7
7,9,6,11,10,12,5,4,3,13,14,15,20,18,16,1,29,30,19,0,28,17,2,22,21,26,31,23,24,25,27,8
10,7,12,11,8,13,6,14,15,5,3,29,16,4,18,20,19,30,1,28,17,0,26,22,21,31,24,2,23,25,27,9
11,12,13,9,14,15,7,16,20,18,8,29,19,17,30,28,6,22,5,21,26,24,3,4,31,23,25,1,27,0,2,10
10,12,13,9,18,8,14,16,7,20,19,15,17,29,21,6,30,22,28,5,26,23,24,4,3,25,31,1,27,0,2,11
10,11,9,13,20,29,30,15,7,19,28,16,22,14,18,8,31,17,6,21,26,5,23,24,3,4,1,25,27,0,2,12
15,14,16,10,18,17,12,11,9,19,29,20,26,22,28,21,24,7,30,25,8,23,31,6,27,5,3,4,1,0,2,13
13,15,16,10,18,17,9,11,12,19,26,29,7,20,8,21,22,24,28,25,6,30,5,23,27,31,3,4,0,1,2,14
13,14,29,16,10,26,17,12,9,19,28,22,24,18,11,20,30,31,25,7,21,27,23,5,8,6,3,0,1,4,2,15
17,18,13,19,21,14,15,20,10,22,11,26,12,24,29,25,28,23,9,30,27,31,7,8,6,5,3,4,1,0,2,16
16,18,13,19,26,25,21,14,15,24,22,20,10,29,28,27,11,23,12,9,30,31,7,8,6,5,3,0,4,1,2,17
16,17,13,19,21,11,14,20,10,15,12,22,25,26,24,9,29,23,28,30,8,7,27,31,6,5,3,4,1,0,2,18
20,21,22,16,23,18,17,24,28,13,25,12,30,26,29,15,10,11,27,31,14,9,7,8,6,5,3,4,1,0,2,19
19,21,22,12,16,30,18,23,28,11,10,13,29,17,24,15,31,26,25,14,9,27,7,8,6,5,4,3,1,0,2,20
19,20,22,16,23,18,25,17,24,28,26,13,30,27,12,29,11,15,10,31,14,9,7,8,6,5,3,4,1,0,2,21
23,28,24,19,21,20,26,30,25,31,27,29,16,17,15,12,13,18,10,11,14,9,7,8,5,3,6,4,1,0,2,22
22,28,24,19,21,30,31,27,20,25,29,26,16,17,12,18,13,15,10,11,14,9,7,8,3,4,5,6,1,2,0,23
26,25,27,22,23,28,19,31,17,29,21,16,15,30,20,13,18,12,10,14,11,9,7,8,5,3,0,6,1,4,2,24
24,27,26,22,17,21,23,19,16,28,31,29,20,18,15,13,30,14,12,10,11,9,7,8,5,6,3,0,1,4,2,25
24,27,25,22,17,15,29,28,16,19,13,31,23,21,14,30,20,18,12,10,9,11,7,5,0,8,6,3,1,4,2,26
24,26,25,22,31,23,28,29,19,30,21,17,15,16,20,13,12,18,10,14,11,9,7,0,1,5,3,2,8,6,4,27
29,30,31,22,23,24,19,26,27,20,12,15,16,25,21,13,10,17,18,11,9,14,7,3,5,1,4,0,8,2,6,28
28,31,30,15,22,12,26,24,13,19,10,16,20,27,23,17,9,25,14,21,11,18,7,5,3,1,0,6,4,8,2,29
28,29,31,22,20,12,23,19,24,10,16,21,15,27,26,13,11,25,9,17,18,7,14,4,3,1,5,8,2,6,0,30
28,29,30,22,27,23,24,26,19,25,20,12,15,21,16,13,17,10,18,9,11,14,1,7,0,2,3,5,4,6,8,31
