1,2,3,4,6,5,7,0
3,0,2,4,7,6,5,1
1,3,0,4,7,6,5,2
1,2,0,4,7,5,6,3
6,7,5,1,2,0,3,4
4,6,7,1,0,3,2,5
4,7,5,1,2,0,3,6
4,6,5,1,2,3,0,7
