1,7,2,5,3,4,6,0
0,7,2,5,3,4,6,1
3,1,4,0,7,5,6,2
2,4,5,1,7,6,0,3
3,5,2,6,7,1,0,4
6,7,4,1,3,2,0,5
5,7,4,1,3,2,0,6
5,1,6,0,4,2,3,7
