1,2,3,4,7,6,8,5,9,0
0,2,3,4,7,6,5,8,9,1
1,0,3,7,4,6,9,8,5,2
1,4,0,2,6,5,7,8,9,3
3,6,5,1,9,7,8,2,0,4
4,3,6,9,8,1,7,2,0,5
8,7,9,4,3,5,2,1,0,6
6,9,8,4,2,3,1,0,5,7
6,7,9,4,3,5,2,1,0,8
6,7,8,4,5,3,2,1,0,9
