1,2,3,4,19,17,18,5,20,16,21,6,11,7,10,9,12,8,15,13,14,0
3,0,2,4,5,17,19,18,20,16,6,21,11,7,10,9,12,8,14,15,13,1
1,3,0,4,5,17,19,6,18,20,10,16,11,7,21,9,8,12,14,13,15,2
1,2,0,4,20,19,18,17,5,21,16,6,11,7,10,12,9,8,14,15,13,3
5,17,1,0,3,2,16,6,18,11,19,20,21,7,10,12,9,8,15,14,13,4
4,6,17,11,1,7,2,10,16,0,9,3,8,18,12,19,13,20,14,21,15,5
5,11,7,9,8,10,16,4,12,17,13,14,15,1,2,18,0,3,21,20,19,6
8,9,10,6,5,11,13,12,14,16,4,15,17,1,2,0,18,3,20,21,19,7
7,10,9,6,14,13,12,11,5,15,16,4,17,1,2,18,0,3,20,21,19,8
7,10,8,6,13,11,12,5,14,16,15,4,17,1,2,0,18,3,21,19,20,9
7,8,9,6,5,11,13,4,12,14,2,16,17,1,15,0,3,18,20,19,21,10
16,6,12,14,13,15,5,17,7,4,8,9,10,18,21,1,20,19,2,0,3,11
13,14,15,11,16,6,8,7,9,5,17,10,4,18,21,20,1,19,0,2,3,12
12,15,14,11,9,8,7,6,16,10,5,17,4,18,21,1,20,19,0,2,3,13
12,15,13,11,8,6,7,16,9,5,10,17,4,18,21,20,1,19,2,3,0,14
12,13,14,11,16,6,8,17,7,9,21,5,4,18,10,20,19,1,0,3,2,15
11,17,6,4,12,18,15,21,5,14,20,13,19,7,1,8,3,9,0,10,2,16
16,4,18,20,19,21,5,11,1,6,3,0,2,12,15,7,14,13,10,9,8,17
19,20,21,17,16,4,3,1,0,5,11,2,6,12,15,14,7,13,9,10,8,18
18,21,20,17,0,3,1,4,16,2,5,11,6,12,15,7,14,13,9,10,8,19
18,21,19,17,3,4,1,16,0,5,2,11,6,12,15,14,7,13,10,8,9,20
18,19,20,17,16,4,3,11,1,0,15,5,6,12,2,14,13,7,9,8,10,21
