1,3,2,4,8,6,5,7,9,11,10,14,12,13,15,19,20,18,16,17,21,22,23,24,0
0,3,2,4,5,6,7,8,9,11,10,12,13,14,15,19,16,20,18,17,21,22,23,24,1
1,0,3,5,7,6,4,8,9,10,11,13,12,14,16,15,19,18,17,20,21,22,24,23,2
4,5,6,1,7,8,0,9,2,11,10,12,13,14,19,15,16,18,20,17,21,22,23,24,3
3,5,6,1,11,0,8,9,10,7,2,12,14,19,13,20,15,18,16,17,21,23,22,24,4
3,4,6,1,10,7,2,9,11,0,8,12,13,19,14,16,15,18,20,17,21,22,23,24,5
8,7,3,9,11,10,5,4,1,12,13,14,0,2,15,16,19,18,20,17,21,22,24,23,6
6,8,3,9,13,1,10,5,12,2,14,11,4,0,15,16,17,19,18,20,21,22,24,23,7
6,7,9,3,14,1,11,4,12,0,13,10,5,2,15,20,18,19,17,16,21,24,22,23,8
11,10,12,6,13,14,8,7,3,15,5,4,19,16,18,20,17,1,0,21,2,22,24,23,9
9,11,12,6,5,16,7,15,19,3,13,4,18,14,8,17,20,1,21,22,2,0,23,24,10
9,10,19,12,6,4,14,8,3,20,18,15,5,13,7,16,17,1,21,0,23,22,24,2,11
14,13,9,15,17,11,10,16,6,18,8,20,7,19,3,21,4,24,5,22,23,1,0,2,12
12,14,15,9,7,17,16,6,10,8,11,18,20,3,19,5,21,4,24,1,22,2,0,23,13
12,13,9,15,8,20,17,11,6,18,7,10,16,19,21,3,24,4,5,22,23,1,0,2,14
16,17,18,12,13,19,20,14,21,9,10,22,24,11,23,6,7,8,3,5,4,1,0,2,15
15,17,18,12,22,10,13,19,21,9,24,20,14,11,23,6,7,8,5,3,4,1,2,0,16
15,16,12,18,24,13,14,21,20,22,19,9,23,10,11,6,7,8,3,5,4,1,0,2,17
20,19,15,21,16,17,23,22,24,12,11,14,9,10,13,6,8,7,4,3,5,1,0,2,18
18,20,11,15,21,16,23,22,10,9,12,17,24,14,13,6,4,5,8,3,7,1,0,2,19
18,19,15,21,14,23,24,12,11,17,9,16,22,13,10,8,6,4,7,3,5,1,0,2,20
24,22,23,18,19,20,15,17,16,12,14,11,9,10,13,6,8,7,4,3,5,1,0,2,21
21,23,24,18,16,19,15,17,20,12,10,11,9,13,14,6,7,8,5,4,3,1,0,2,22
21,24,22,18,19,20,15,17,16,11,12,14,9,10,13,6,8,4,3,7,5,1,0,2,23
21,23,22,18,17,20,15,16,19,12,14,13,11,9,10,6,8,7,4,3,5,1,0,2,24
