1,2,3,4,5,6,7,13,8,10,11,9,12,17,14,15,16,0
0,2,3,4,5,6,7,8,13,10,9,11,12,17,14,15,16,1
1,3,0,4,5,6,7,8,13,10,9,11,12,17,14,16,15,2
4,2,1,5,0,6,7,13,8,10,11,9,17,12,14,15,16,3
3,5,6,2,1,0,7,13,8,10,11,9,12,17,14,15,16,4
6,4,7,3,2,8,13,1,10,11,9,0,12,17,14,16,15,5
5,7,4,8,10,3,13,9,2,11,1,17,12,14,16,0,15,6
8,6,9,10,5,11,4,13,12,3,2,17,14,16,1,15,0,7
9,10,7,6,11,12,13,5,14,16,17,4,15,3,2,1,0,8
8,10,7,12,11,6,13,5,16,14,17,15,4,3,2,1,0,9
8,11,9,7,13,12,14,17,16,6,5,15,4,3,2,1,0,10
12,13,10,14,8,17,15,16,9,7,6,5,4,3,2,1,0,11
11,10,13,14,8,16,15,9,17,7,6,5,4,3,2,1,0,12
11,10,12,14,17,8,15,5,6,16,7,4,9,3,2,1,0,13
15,16,17,11,10,12,13,8,9,7,6,5,4,3,2,1,0,14
14,17,16,11,13,12,10,8,9,7,6,5,4,3,2,1,0,15
14,17,15,11,10,12,13,8,9,7,6,5,4,3,2,1,0,16
14,16,15,11,10,13,12,8,6,7,9,5,4,3,2,1,0,17
