1,2,4,3,5,6,8,16,7,10,9,15,13,12,17,11,21,18,19,14,20,0
0,2,3,5,4,6,8,7,16,9,13,10,12,15,17,11,18,14,21,19,20,1
1,3,5,4,0,6,8,7,9,16,13,10,12,11,15,17,14,21,18,19,20,2
4,5,6,2,8,7,1,9,16,10,0,13,12,15,11,17,14,21,18,19,20,3
3,5,6,2,16,10,0,8,9,1,15,7,12,13,21,11,18,17,14,19,20,4
3,4,16,2,6,13,7,1,12,9,15,17,8,0,10,11,14,18,21,19,20,5
7,8,3,9,11,4,5,10,2,12,13,16,15,14,1,21,0,17,18,20,19,6
6,8,3,9,13,11,5,2,12,4,10,14,15,16,1,17,0,18,21,20,19,7
6,7,3,9,11,10,4,2,5,12,13,1,16,14,0,15,21,18,17,20,19,8
10,11,12,6,13,8,14,7,3,15,16,4,5,21,18,17,20,2,19,1,0,9
9,11,21,6,12,4,8,15,16,18,3,14,13,7,5,20,19,17,2,1,0,10
9,10,6,12,14,8,7,13,15,3,21,18,4,16,5,20,17,2,19,1,0,11
13,14,15,9,11,17,16,10,18,6,5,20,21,7,3,4,19,8,2,1,0,12
12,14,9,15,5,7,17,6,16,11,3,10,18,4,20,8,21,2,19,1,0,13
12,13,15,9,11,20,18,17,10,21,16,6,7,19,5,3,8,4,2,1,0,14
16,17,12,18,14,13,19,20,21,9,10,5,4,6,3,11,7,8,2,1,0,15
15,17,5,18,12,4,19,10,3,21,9,13,6,14,20,11,7,2,8,1,0,16
15,16,18,12,13,19,20,14,5,21,9,10,3,6,4,11,7,2,8,1,0,17
21,20,19,15,17,16,12,14,10,9,13,11,4,5,6,3,7,8,2,1,0,18
18,21,20,15,17,16,12,14,10,9,13,4,5,11,3,6,7,8,2,0,1,19
18,21,19,15,14,17,12,16,10,9,13,11,6,5,4,3,7,8,2,1,0,20
18,19,20,10,15,16,12,9,14,17,11,4,13,6,3,5,8,7,2,0,1,21
