1,2,3,5,9,8,4,6,7,10,11,12,13,15,16,14,17,0
2,0,3,9,5,8,4,6,10,7,11,12,13,15,16,14,17,1
1,3,0,5,4,8,9,6,10,7,11,15,16,12,13,17,14,2
4,5,2,8,9,6,1,10,11,15,16,7,0,12,13,17,14,3
3,2,5,8,6,16,10,15,9,1,11,7,17,0,12,13,14,4
6,3,7,2,4,8,9,1,11,10,0,15,16,12,13,17,14,5
5,7,3,4,11,8,2,9,10,1,16,15,12,0,17,13,14,6
6,5,11,3,9,4,8,10,2,1,16,12,15,0,17,13,14,7
9,10,3,15,2,12,5,4,11,13,1,16,6,7,14,0,17,8
8,10,3,5,1,12,2,11,13,15,4,6,7,0,14,16,17,9
11,15,12,8,9,16,13,3,4,5,17,14,6,2,7,1,0,10
10,12,15,8,16,9,6,5,3,7,13,4,17,14,2,1,0,11
13,10,14,15,11,8,9,16,3,17,5,4,6,2,1,7,0,12
12,14,10,15,8,9,11,16,3,17,2,4,1,5,6,7,0,13
13,12,10,15,9,8,11,16,17,3,1,2,5,4,6,7,0,14
16,10,17,12,11,8,13,4,3,9,14,5,6,2,7,1,0,15
15,17,10,11,4,8,3,12,13,9,6,5,2,14,7,1,0,16
16,15,10,11,4,12,8,13,3,6,9,5,14,2,7,1,0,17
