1,2,17,3,16,4,5,8,7,6,9,11,15,10,14,12,13,0
2,17,0,3,16,4,5,8,7,6,9,11,15,10,12,14,13,1
3,1,17,4,0,16,5,8,6,7,9,11,10,15,12,14,13,2
4,2,16,1,5,17,8,0,6,7,9,11,10,15,12,14,13,3
16,3,5,17,2,6,1,8,7,9,0,11,10,12,15,14,13,4
4,6,7,8,3,16,9,10,11,2,17,12,14,15,1,13,0,5
8,7,9,5,10,11,12,4,14,15,16,13,3,17,2,1,0,6
6,8,9,14,5,12,10,16,4,15,11,13,17,3,1,2,0,7
6,7,9,15,5,12,11,4,14,16,10,3,13,17,2,1,0,8
11,10,12,6,7,8,13,14,15,5,4,16,3,17,2,1,0,9
9,11,12,6,13,7,14,5,8,15,4,16,3,17,2,1,0,10
9,10,12,6,13,8,15,5,7,14,4,3,16,2,17,1,0,11
15,14,13,9,10,11,6,8,7,5,4,16,3,17,2,1,0,12
12,15,14,9,10,11,6,7,8,5,4,16,3,17,2,1,0,13
12,13,15,9,7,10,6,8,11,5,4,16,3,17,2,1,0,14
12,13,14,9,8,11,6,7,10,5,4,16,3,17,2,1,0,15
4,17,3,1,5,2,7,6,8,0,9,10,11,14,12,15,13,16
16,1,2,4,0,3,5,7,8,6,9,10,14,11,12,15,13,17
