24,26,21,27,20,29,28,18,17,23,15,22,8,30,16,19,36,32,33,34,31,12,6,10,9,14,7,13,35,5,11,4,3,0,1,37,2,38,39,42,40,41,45,43,44,48,46,47,50,49,53,51,52,60,54,59,58,55,66,57,65,56,64,61,62,63,67,68,69,70,25
24,25,27,36,21,23,29,33,34,22,30,28,18,32,20,35,31,17,15,16,19,8,12,10,13,9,14,6,7,5,11,4,3,0,1,37,2,38,39,42,40,41,43,45,44,48,46,47,49,50,53,51,52,60,54,59,58,55,66,65,57,56,64,61,62,63,67,68,69,70,26
28,29,30,24,26,31,32,25,33,21,22,34,36,16,17,15,18,23,35,20,19,12,8,14,13,9,6,10,7,11,5,4,3,0,1,37,38,2,39,42,40,41,43,45,48,44,46,47,49,50,53,51,52,54,60,59,58,55,57,66,56,65,61,64,62,63,67,68,69,70,27
27,29,17,30,24,16,32,31,25,15,21,22,18,26,33,20,34,12,36,14,23,8,19,35,13,7,6,9,10,11,5,4,3,1,0,37,38,2,39,42,40,41,43,45,48,44,46,47,49,50,53,51,52,54,60,59,55,58,57,66,56,65,61,64,62,63,67,68,69,70,28
27,28,24,30,26,31,34,25,33,32,36,21,17,35,22,16,23,15,18,20,8,19,12,14,6,13,7,9,10,5,11,4,3,0,1,37,38,2,39,42,40,41,43,45,48,44,46,47,49,50,53,51,52,60,54,59,58,55,57,66,56,65,61,64,62,63,67,68,69,70,29
32,31,33,27,28,29,35,36,34,24,22,26,21,16,25,17,15,23,18,19,20,12,14,13,8,9,10,6,7,11,5,4,3,0,1,37,38,2,39,42,41,40,43,45,48,44,47,46,49,50,53,51,52,54,60,59,55,58,57,56,66,65,61,64,62,63,67,68,69,70,30
30,32,27,33,29,28,35,34,36,24,22,16,26,21,25,17,15,18,23,19,20,12,14,13,8,9,7,6,10,11,5,4,3,0,1,37,38,2,42,39,41,40,43,48,45,47,44,46,49,50,53,51,52,54,60,59,55,58,57,56,66,65,61,64,62,63,67,68,69,70,31
30,31,22,27,33,16,28,36,35,24,21,29,34,26,15,18,17,23,25,19,12,13,20,14,8,9,10,6,7,11,5,4,3,0,1,37,38,2,39,42,41,40,43,45,48,44,47,46,49,53,50,51,52,54,60,59,55,58,57,56,66,65,61,64,62,63,67,68,69,70,32
34,35,36,30,31,32,27,26,29,24,22,28,21,23,25,16,18,15,17,19,20,12,13,14,8,10,9,6,7,11,5,4,3,0,1,37,38,2,39,42,41,40,43,45,48,44,47,46,49,50,53,51,52,54,60,59,58,55,57,66,56,65,61,64,62,63,67,68,69,70,33
33,35,36,30,29,26,31,27,24,32,28,22,25,21,23,16,18,17,15,20,19,12,8,13,14,10,9,6,7,11,5,4,3,0,1,37,38,2,39,42,40,41,43,45,48,44,46,47,49,50,53,51,52,54,60,59,58,55,57,66,56,65,61,64,62,63,67,68,69,70,34
33,36,34,30,31,32,27,22,26,29,24,28,21,23,16,25,18,15,17,19,20,12,13,14,8,9,10,6,7,11,5,4,3,0,1,37,38,2,39,42,41,40,43,45,48,44,47,46,49,53,50,51,52,54,60,59,55,58,57,56,66,65,61,64,62,63,67,68,69,70,35
33,35,34,26,30,22,32,24,27,21,23,31,29,25,28,18,16,19,15,20,17,12,13,8,14,10,9,6,7,11,5,4,3,0,1,37,38,2,39,42,41,40,43,45,44,48,47,46,49,53,50,51,52,54,60,59,58,55,57,66,56,65,61,64,62,63,67,68,69,70,36
38,1,39,2,3,0,4,40,41,42,5,11,43,44,45,6,9,7,10,46,47,48,8,53,12,14,13,49,50,52,20,60,59,15,54,17,51,19,18,58,55,16,65,56,66,57,21,61,25,64,23,28,22,24,63,62,27,67,32,26,68,29,70,30,69,31,36,33,34,35,37
37,39,40,1,42,41,3,2,4,43,0,45,44,5,46,48,47,11,7,6,9,53,49,50,10,52,8,14,51,12,60,54,59,13,58,55,15,17,20,57,56,19,66,18,65,61,16,64,62,63,25,21,28,67,23,24,22,68,27,69,70,32,29,26,30,31,36,33,34,35,38
38,40,41,42,37,43,44,45,2,1,46,3,48,47,0,4,53,49,50,52,60,51,59,54,5,58,55,11,7,6,57,56,9,66,65,61,10,64,8,62,14,63,12,13,67,17,20,15,68,69,70,19,18,16,25,21,28,23,24,22,27,32,29,26,30,31,36,33,34,35,39
41,42,43,39,44,45,38,46,48,47,37,49,53,50,52,2,51,1,54,3,60,59,4,55,58,0,57,56,5,61,11,66,65,7,64,62,6,63,9,10,14,8,67,12,69,13,68,70,17,15,20,19,18,16,28,25,21,23,24,22,27,32,29,26,30,31,36,33,34,35,40
40,42,39,43,47,44,46,38,48,45,37,53,49,52,54,50,51,1,2,3,4,55,60,59,0,58,57,56,11,5,7,61,6,65,66,9,62,63,64,14,10,12,8,13,67,70,69,68,15,17,20,19,18,16,28,21,25,22,23,24,27,32,29,30,26,31,36,33,34,35,41
40,41,39,43,48,38,45,46,47,44,37,49,50,51,2,53,1,3,52,4,54,60,0,55,58,59,57,5,7,11,56,6,66,61,9,62,65,14,64,8,10,63,12,13,67,17,15,69,68,20,70,18,16,19,28,25,21,24,22,23,27,32,29,30,26,31,36,33,34,35,42
44,45,40,46,48,41,42,47,39,49,50,53,52,51,38,60,54,55,59,58,37,57,2,56,1,61,66,3,65,62,64,63,0,4,67,69,5,70,68,11,7,6,9,10,8,14,12,13,17,15,20,19,18,16,28,25,21,23,24,22,27,32,29,26,30,31,36,33,34,35,43
43,45,53,40,46,39,41,47,49,52,50,42,48,59,60,54,58,55,51,38,37,56,57,2,61,65,66,64,1,63,62,3,0,67,4,70,69,68,5,11,7,6,9,10,8,14,12,13,15,17,20,19,18,16,25,21,28,23,24,22,27,32,29,26,30,31,36,33,34,35,44
43,44,40,46,50,48,42,49,39,41,47,60,53,52,51,38,58,59,55,54,57,2,37,66,61,56,1,62,64,65,3,63,0,4,67,69,68,70,5,7,11,6,9,8,10,14,12,13,17,15,20,18,19,16,25,28,21,24,23,22,27,29,32,26,30,31,36,33,34,35,45
47,48,43,49,51,50,45,44,40,52,53,41,42,54,39,55,60,57,58,59,56,38,61,37,62,66,63,64,65,2,1,3,67,4,69,0,70,68,5,11,7,6,9,14,10,8,12,13,17,15,20,19,18,16,28,25,21,24,22,23,27,32,29,30,26,31,36,33,34,35,46
46,48,49,43,41,54,52,44,53,40,51,42,50,45,39,55,57,56,60,58,59,38,37,61,62,63,2,66,64,65,1,3,4,0,67,69,70,11,68,5,7,6,9,14,10,12,8,13,15,17,20,19,16,18,28,21,25,22,23,24,27,32,29,30,26,31,36,33,34,35,47
46,47,43,49,51,42,45,40,50,41,44,52,54,53,39,55,60,57,38,58,59,56,37,61,62,2,66,1,63,64,3,65,4,0,67,69,5,70,7,11,68,6,9,14,8,10,12,13,17,15,20,16,18,19,28,25,21,24,27,22,23,32,29,30,31,26,33,36,34,35,48
50,51,52,46,54,48,47,53,43,55,57,45,44,60,58,56,59,40,41,42,61,62,39,63,66,64,65,38,67,69,37,70,2,68,1,3,0,4,5,11,7,6,9,14,10,8,12,13,17,15,20,19,18,16,28,25,21,24,23,22,27,32,29,30,26,31,36,33,34,35,49
49,51,60,46,52,45,43,55,48,57,58,53,44,54,47,59,56,61,62,40,66,42,64,41,39,63,65,67,69,38,70,68,37,2,1,3,0,4,5,7,11,6,9,8,10,14,12,13,17,15,20,18,19,16,28,25,21,24,23,22,27,29,32,26,30,31,36,33,34,35,50
49,50,52,46,54,48,57,47,55,53,43,60,45,56,58,44,40,59,62,42,41,61,63,39,66,64,65,38,69,67,70,37,68,2,1,3,4,0,5,11,7,6,9,14,8,10,12,13,17,15,20,16,19,18,28,25,21,24,22,27,23,32,29,30,26,31,36,33,34,35,51
53,54,49,55,51,56,57,50,58,46,47,59,60,44,43,48,45,61,63,62,40,41,64,65,66,42,39,67,70,69,38,68,37,2,1,3,0,4,5,11,7,6,9,10,14,8,12,13,17,15,20,19,18,16,28,25,21,23,22,24,27,32,29,26,30,31,36,33,34,35,52
52,54,44,55,49,59,58,46,47,56,43,50,60,51,57,45,48,40,61,41,63,65,39,62,64,42,66,38,67,70,37,69,68,2,1,0,3,4,5,11,7,6,9,10,14,8,12,13,15,17,20,19,18,16,21,25,28,23,22,24,27,32,29,26,30,31,36,33,34,35,53
52,53,49,55,51,56,47,57,46,50,58,44,59,48,43,60,61,45,63,41,62,40,42,64,65,39,66,67,70,38,69,37,68,2,1,3,0,4,11,5,7,6,9,14,10,12,8,13,15,17,20,19,16,18,28,21,25,22,23,24,27,32,29,30,26,31,36,33,34,35,54
57,56,58,52,59,54,53,60,61,49,50,63,62,51,64,46,44,65,66,47,43,45,48,67,69,70,40,68,41,42,39,38,37,2,1,3,0,4,5,11,7,6,9,10,14,8,12,13,17,15,20,19,18,16,28,25,21,23,24,22,27,32,29,26,30,31,36,33,34,35,55
55,57,58,52,63,54,59,61,53,62,60,49,51,50,64,65,46,47,44,66,70,67,69,43,45,48,68,40,41,42,39,38,37,2,1,0,3,4,5,11,7,6,9,10,14,8,12,13,15,17,20,19,18,16,28,21,25,23,22,24,27,32,29,26,30,31,36,33,34,35,56
55,56,52,58,62,51,49,50,60,61,54,63,53,59,64,46,66,47,48,65,44,69,43,45,67,70,68,40,41,42,39,38,37,2,1,3,0,4,5,11,7,6,9,10,14,8,12,13,17,15,20,19,18,16,28,25,21,23,24,22,27,32,29,26,30,31,36,33,34,35,57
60,59,61,55,56,62,63,57,64,52,53,65,66,50,49,54,67,44,51,69,70,46,45,43,68,47,48,40,41,39,42,38,2,37,1,3,0,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,32,29,26,30,31,36,33,34,35,58
58,60,61,55,53,65,56,63,64,52,66,62,57,44,50,49,54,67,70,43,45,46,51,69,68,47,40,48,41,39,42,38,2,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,15,17,19,18,16,25,21,28,23,24,22,27,32,26,29,30,31,36,33,34,35,59
58,59,50,61,55,66,64,62,57,52,49,53,65,63,56,45,44,51,43,46,67,54,69,48,70,47,68,40,39,42,41,38,2,37,1,3,0,4,5,11,7,6,9,10,8,14,12,13,17,20,15,19,18,16,25,28,21,23,24,22,27,29,32,26,30,31,36,33,34,35,60
62,63,58,64,59,60,66,65,67,55,56,69,57,70,68,52,50,53,49,54,51,44,45,46,43,47,48,40,41,39,42,38,2,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,32,29,26,30,31,36,33,34,35,61
61,63,58,64,69,57,66,60,67,55,56,70,59,65,68,50,52,49,53,51,54,46,44,45,43,47,48,40,41,42,39,38,2,37,1,3,0,4,5,11,7,6,9,10,8,14,12,13,17,20,15,19,18,16,25,28,21,23,24,22,27,29,32,26,30,31,36,33,34,35,62
61,62,58,64,56,70,59,67,65,55,69,57,60,66,68,52,53,54,50,49,51,44,46,43,45,47,48,40,41,39,42,38,2,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,15,17,19,18,16,25,21,28,23,24,22,27,32,29,26,30,31,36,33,34,35,63
65,66,67,61,62,63,68,69,70,58,60,59,55,56,57,50,52,53,49,44,54,45,51,43,46,47,48,40,39,41,42,2,38,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,26,29,32,30,31,36,33,34,35,64
64,66,67,61,59,68,70,63,58,60,69,62,55,56,53,57,52,50,44,49,54,45,43,51,46,47,40,39,48,41,42,2,38,37,1,0,3,4,5,11,6,7,9,10,8,14,12,13,20,17,15,19,18,16,25,21,23,28,24,22,27,26,29,32,30,31,36,33,34,35,65
64,65,67,61,60,68,62,69,58,59,63,70,55,50,57,56,52,53,49,45,44,51,43,54,46,48,47,40,39,42,41,2,38,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,29,26,32,30,31,36,33,34,35,66
69,70,68,64,65,66,61,63,62,58,59,60,55,56,57,50,52,53,49,54,44,51,45,43,46,47,48,40,39,41,42,2,38,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,26,29,32,30,31,36,33,34,35,67
67,69,70,64,66,65,61,63,62,58,59,60,55,56,57,50,53,52,49,44,45,54,51,43,46,47,48,40,39,41,42,2,38,37,1,0,3,4,5,11,6,7,9,10,8,14,12,13,20,17,15,19,18,16,25,21,23,28,24,22,27,26,29,32,30,31,36,33,34,35,68
67,68,70,64,62,66,61,63,65,58,60,59,57,55,56,50,52,53,49,51,54,45,44,46,43,48,47,40,39,42,41,2,38,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,28,23,24,22,27,29,26,32,30,31,36,33,34,35,69
67,69,68,64,63,65,61,62,66,58,59,60,56,55,57,52,53,50,54,49,44,51,45,46,43,47,48,40,39,41,42,2,38,37,1,0,3,4,5,11,7,6,9,10,8,14,12,13,20,17,15,19,18,16,25,21,23,28,24,22,27,26,29,32,30,31,36,33,34,35,70
