1,7,2,3,6,4,5,0
0,7,2,3,6,4,5,1
1,3,0,4,7,6,5,2
4,2,5,1,6,7,0,3
5,3,6,7,2,1,0,4
4,3,6,7,2,1,0,5
4,7,5,1,3,2,0,6
1,6,0,4,2,3,5,7
