1,2,3,8,5,7,4,6,0
0,2,3,8,5,7,4,6,1
1,3,4,0,5,7,8,6,2
4,2,5,7,6,8,1,0,3
3,2,5,6,7,8,1,0,4
8,6,7,3,4,2,1,0,5
5,8,7,3,4,2,1,0,6
5,6,8,3,4,2,1,0,7
5,6,7,3,1,2,4,0,8
