1,3,2,4,6,9,7,5,8,0
0,3,2,4,5,6,7,9,8,1
1,0,3,4,5,7,6,9,8,2
1,0,2,4,5,6,7,9,8,3
6,5,1,7,2,3,0,8,9,4
4,6,1,7,3,2,8,0,9,5
4,5,1,7,3,0,8,9,2,6
4,9,8,5,6,1,2,0,3,7
7,4,9,5,6,1,2,0,3,8
7,4,8,0,6,1,2,5,3,9
