1,2,3,6,4,5,7,8,9,0
0,2,3,6,4,5,7,8,9,1
1,3,4,0,5,6,7,8,9,2
4,2,5,6,7,1,8,0,9,3
3,2,5,6,7,1,0,8,9,4
6,7,3,4,8,2,9,1,0,5
5,7,3,4,1,9,2,8,0,6
5,8,6,3,9,4,2,1,0,7
9,7,5,6,3,4,2,1,0,8
8,7,6,5,3,4,2,1,0,9
