1,3,2,4,17,5,12,6,15,11,13,14,7,16,8,9,10,0
2,0,3,4,5,17,6,12,11,7,13,8,15,14,9,10,16,1
1,0,3,4,17,5,6,12,11,8,13,7,15,14,9,10,16,2
1,0,2,4,5,17,6,12,11,8,7,9,13,15,10,14,16,3
5,17,1,2,3,0,12,6,11,7,13,15,8,9,14,16,10,4
4,6,11,17,1,7,12,8,3,2,9,10,0,13,14,16,15,5
11,5,7,9,10,8,4,12,17,13,1,3,16,14,2,0,15,6
9,10,8,6,11,5,4,12,17,13,1,3,16,14,2,0,15,7
7,10,9,6,5,11,4,12,17,3,1,2,13,0,16,14,15,8
7,8,10,6,11,5,12,4,17,16,3,13,1,14,2,0,15,9
7,8,9,6,11,5,12,4,17,16,13,14,1,3,15,2,0,10
6,12,5,17,13,7,4,10,16,14,9,8,15,1,2,3,0,11
17,11,13,14,16,15,4,6,5,7,1,0,10,9,2,3,8,12
14,15,16,12,11,17,6,4,5,7,1,10,0,2,9,8,3,13
13,15,16,12,11,17,6,4,5,10,7,1,0,2,9,8,3,14
13,16,14,12,17,11,4,6,0,5,1,2,7,3,10,9,8,15
13,15,14,12,11,17,6,4,5,10,7,9,1,0,8,2,3,16
12,4,5,11,1,13,6,15,0,2,14,16,3,7,9,10,8,17
