1,6,2,8,3,7,4,9,5,0
0,6,2,4,7,9,5,3,8,1
5,4,3,1,0,6,9,7,8,2
2,5,4,1,0,6,9,7,8,3
2,3,5,1,9,6,0,7,8,4
2,3,4,1,7,6,9,0,8,5
9,7,8,1,0,2,5,4,3,6
6,8,9,1,5,2,0,4,3,7
6,9,7,1,0,2,5,4,3,8
6,8,7,1,4,2,5,0,3,9
