SMILES,AtomDegreeDescriptor-aNeg,AtomHybridizationDescriptor-aHyb,AtomHybridizationVSEPRDescriptor-hybr,AtomValenceDescriptor-val,BondsToAtomDescriptor-bondsToAtom,CovalentRadiusDescriptor-covalentRadius,DistanceToAtomDescriptor-distanceToAtom,EffectiveAtomPolarizabilityDescriptor-effAtomPol,IPAtomicHOSEDescriptor-ipAtomicHOSE,InductiveAtomicHardnessDescriptor-indAtomHardnesss,InductiveAtomicSoftnessDescriptor-indAtomSoftness,IsProtonInAromaticSystemDescriptor-protonInArmaticSystem,IsProtonInConjugatedPiSystemDescriptor-protonInConjSystem,PartialPiChargeDescriptor-pepe,PartialSigmaChargeDescriptor-partialSigmaCharge,PartialTChargeMMFF94Descriptor-partialTCMMFF94,PartialTChargePEOEDescriptor-pepeT,PeriodicTablePositionDescriptor-periodicTablePosition,PiElectronegativityDescriptor-elecPiA,ProtonAffinityHOSEDescriptor-protonAffiHOSE,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge1,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge2,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge3,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge4,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge5,RDFProtonDescriptor_G3R-g3r_1,RDFProtonDescriptor_G3R-g3r_2,RDFProtonDescriptor_G3R-g3r_3,RDFProtonDescriptor_G3R-g3r_4
N,1.0,3.0,3.0,5.0,0.0,0.75,0.0,5.933812500000002,0.0,2.1191561766217366,0.4718859379180609,0.0,0.0,0.05000213380405501,-0.10081010088337446,-0.126,-0.05080796707931945,2.0,3.418782995064829,0.0,-0.1004048682261712,0.0,0.0,0.0,0.0,0.0,10.467329672879208,0.0,1.6
C,3.0,2.0,2.0,4.0,1.0,0.77,1.398487890544641,8.230625000000002,0.0,1.1162227778705536,0.8958785108360944,0.0,0.0,0.0,0.06998271338251366,0.126,0.06998271338251366,2.0,6.54446422265775,0.0,0.06998379949314115,0.0,0.0,0.0,0.0,0.0,9.449644586885235,0.0,1.7
C,2.0,2.0,2.0,4.0,2.0,0.77,2.423861689535936,7.540500000000003,0.0,1.3389548042963608,0.7468511982564742,0.0,0.0,-0.016582949138117718,0.014221715697510831,0.0,-0.002361233440606887,2.0,6.09317058444418,0.0,0.01405986410640054,0.0,0.0,0.0,0.0,0.0,8.921336429937474,0.0,1.7
C,2.0,2.0,2.0,4.0,3.0,0.77,3.70279169411405,7.4041250000000005,0.0,1.3788874899299177,0.7252223312656388,0.0,0.0,0.0,0.0010779879438427616,0.0,0.0010779879438427616,2.0,5.988550698787208,0.0,0.0010187036295340912,0.0,0.0,0.0,0.0,0.0,8.799495884840455,0.0,1.7
C,2.0,2.0,2.0,4.0,4.0,0.77,4.201843076555811,7.550625,0.0,1.2373468247366672,0.8081808430815834,0.0,0.0,-0.016912095494800994,0.004164822973325728,0.0,-0.012747272521475266,2.0,6.013060696934248,0.0,0.003918070268344646,0.0,0.0,0.0,0.0,0.0,8.82653959532566,0.0,1.7
C,3.0,2.0,2.0,4.0,3.0,0.77,3.7149926971664424,8.250874999999999,0.0,0.987292563944736,1.012870993380616,0.0,0.0,0.0,0.07306522232644577,-0.127,0.07306522232644577,2.0,6.569763954873125,0.0,0.0724613415769553,0.0,0.0,0.0,0.0,0.0,9.473268178992154,0.0,1.7
C,4.0,3.0,3.0,4.0,4.0,0.77,4.948322633984167,6.014437500000001,0.0,0.9808286528297371,1.0195460716965727,0.0,0.0,0.0,0.4178812946710987,1.078,0.4178812946710987,2.0,0.0,0.0,0.41861060566346203,0.0,0.0,0.0,0.0,0.0,12.152286857637572,0.0,1.7
F,1.0,3.0,3.0,7.0,5.0,0.72,5.089093245363068,3.6872187500000004,0.0,1.7614691127239637,0.5677079392289679,0.0,0.0,0.0,-0.16596977062400903,-0.317,-0.16596977062400903,2.0,4.996120058993636,0.0,-0.16585728758362933,0.0,0.0,0.0,0.0,0.0,12.426421525007756,0.0,1.5
F,1.0,3.0,3.0,7.0,5.0,0.72,5.504726428261445,3.6872187500000004,0.0,1.775837127562163,0.5631147048788094,0.0,0.0,0.0,-0.16596977062400903,-0.317,-0.16596977062400903,2.0,4.996120058993636,0.0,-0.16585728758362933,0.0,0.0,0.0,0.0,0.0,12.426421525007756,0.0,1.5
F,1.0,3.0,3.0,7.0,5.0,0.72,6.042235302435681,3.6872187500000004,0.0,1.7749795721443327,0.5633867655118483,0.0,0.0,0.0,-0.16596977062400903,-0.317,-0.16596977062400903,2.0,4.996120058993636,0.0,-0.16585728758362933,0.0,0.0,0.0,0.0,0.0,12.426421525007756,0.0,1.5
C,2.0,2.0,2.0,4.0,2.0,0.77,2.423571387436318,7.969875,0.0,1.172444020762739,0.8529191861539329,0.0,0.0,-0.016507089171136288,0.018325655760664236,0.0,0.001818566589527948,2.0,6.125973959720642,0.0,0.01792434623922158,0.0,0.0,0.0,0.0,0.0,8.95754004305358,0.0,1.7
