SMILES,AtomDegreeDescriptor-aNeg,AtomHybridizationDescriptor-aHyb,AtomHybridizationVSEPRDescriptor-hybr,AtomValenceDescriptor-val,BondsToAtomDescriptor-bondsToAtom,CovalentRadiusDescriptor-covalentRadius,DistanceToAtomDescriptor-distanceToAtom,EffectiveAtomPolarizabilityDescriptor-effAtomPol,IPAtomicHOSEDescriptor-ipAtomicHOSE,InductiveAtomicHardnessDescriptor-indAtomHardnesss,InductiveAtomicSoftnessDescriptor-indAtomSoftness,IsProtonInAromaticSystemDescriptor-protonInArmaticSystem,IsProtonInConjugatedPiSystemDescriptor-protonInConjSystem,PartialPiChargeDescriptor-pepe,PartialSigmaChargeDescriptor-partialSigmaCharge,PartialTChargeMMFF94Descriptor-partialTCMMFF94,PartialTChargePEOEDescriptor-pepeT,PeriodicTablePositionDescriptor-periodicTablePosition,PiElectronegativityDescriptor-elecPiA,ProtonAffinityHOSEDescriptor-protonAffiHOSE,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge1,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge2,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge3,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge4,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge5,RDFProtonDescriptor_G3R-g3r_1,RDFProtonDescriptor_G3R-g3r_2,RDFProtonDescriptor_G3R-g3r_3,RDFProtonDescriptor_G3R-g3r_4
F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,2.9970624999999993,0.0,1.3326548152092932,0.7503818607693622,0.0,0.0,0.0,-0.16480438456486363,-0.317,-0.16480438456486363,2.0,5.0100827857068335,0.0,-0.16480438456486363,0.0,0.0,0.0,0.0,0.0,12.440199994523505,0.0,1.5
C,4.0,3.0,3.0,4.0,1.0,0.77,1.353180335358152,4.634124999999999,0.0,0.7237373930301579,1.3817166414646345,0.0,0.0,0.0,0.4603366202300401,0.9510000000000001,0.4603366202300401,2.0,0.0,0.0,0.4603366202300401,0.0,0.0,0.0,0.0,0.0,12.604280605090423,0.0,1.7
F,1.0,3.0,3.0,7.0,2.0,0.72,2.179139454004723,2.9970624999999993,0.0,1.1297702091370847,0.8851357487677048,0.0,0.0,0.0,-0.16480438456486363,-0.317,-0.16480438456486363,2.0,5.0100827857068335,0.0,-0.16480438456486363,0.0,0.0,0.0,0.0,0.0,12.440199994523505,0.0,1.5
F,1.0,3.0,3.0,7.0,2.0,0.72,2.1691542499324483,2.9970624999999993,0.0,1.0105729316496816,0.9895376856844739,0.0,0.0,0.0,-0.16480438456486363,-0.317,-0.16480438456486363,2.0,5.0100827857068335,0.0,-0.16480438456486363,0.0,0.0,0.0,0.0,0.0,12.440199994523505,0.0,1.5
C,4.0,3.0,3.0,4.0,2.0,0.77,2.3733593575352216,5.808249999999999,0.0,0.698239749403946,1.432172832975568,0.0,0.0,0.0,0.4087062389744347,0.634,0.4087062389744347,2.0,0.0,0.0,0.4087062389744347,0.0,0.0,0.0,0.0,0.0,12.045959958565371,0.0,1.7
F,1.0,3.0,3.0,7.0,3.0,0.72,2.7078571103365108,3.5841249999999993,0.0,1.2305495041234142,0.8126450798193228,0.0,0.0,0.0,-0.18889105031530173,-0.317,-0.18889105031530173,2.0,4.724631470720675,0.0,-0.18889105031530173,0.0,0.0,0.0,0.0,0.0,12.126279357867164,0.0,1.5
F,1.0,3.0,3.0,7.0,3.0,0.72,2.800450785141564,3.5841249999999993,0.0,1.1407542682657954,0.8766129812691617,0.0,0.0,0.0,-0.18889105031530173,-0.317,-0.18889105031530173,2.0,4.724631470720675,0.0,-0.18889105031530173,0.0,0.0,0.0,0.0,0.0,12.126279357867164,0.0,1.5
C,4.0,3.0,3.0,4.0,3.0,0.77,3.7352272005863316,6.338500000000001,0.0,0.6694488866049254,1.4937660215874689,0.0,0.0,0.0,0.3868031959938785,0.634,0.3868031959938785,2.0,0.0,0.0,0.3868031959938785,0.0,0.0,0.0,0.0,0.0,11.812132758594233,0.0,1.7
F,1.0,3.0,3.0,7.0,4.0,0.72,4.194225637707156,3.8492500000000005,0.0,1.04912416273946,0.9531760257897525,0.0,0.0,0.0,-0.19188615459403904,-0.317,-0.19188615459403904,2.0,4.68959718045198,0.0,-0.19188615459403904,0.0,0.0,0.0,0.0,0.0,12.087431643383049,0.0,1.5
F,1.0,3.0,3.0,7.0,4.0,0.72,4.6824057684058085,3.8492500000000005,0.0,1.1550952395070286,0.8657294790919403,0.0,0.0,0.0,-0.19188615459403904,-0.317,-0.19188615459403904,2.0,4.68959718045198,0.0,-0.19188615459403904,0.0,0.0,0.0,0.0,0.0,12.087431643383049,0.0,1.5
C,4.0,3.0,3.0,4.0,4.0,0.77,4.442902544508488,6.489999999999998,0.0,0.6360238563841235,1.5722680681902832,0.0,0.0,0.0,0.38425365977124715,0.634,0.38425365977124715,2.0,0.0,0.0,0.38425365977124715,0.0,0.0,0.0,0.0,0.0,11.785032241789532,0.0,1.7
F,1.0,3.0,3.0,7.0,5.0,0.72,5.722297893329218,3.925,0.0,1.0418372043324051,0.959842858213905,0.0,0.0,0.0,-0.19200532157070452,-0.317,-0.19200532157070452,2.0,4.688205370175183,0.0,-0.19200532157070452,0.0,0.0,0.0,0.0,0.0,12.085886856757238,0.0,1.5
F,1.0,3.0,3.0,7.0,5.0,0.72,4.217641471249068,3.925,0.0,0.9142438727556453,1.0938000568555903,0.0,0.0,0.0,-0.19200532157070452,-0.317,-0.19200532157070452,2.0,4.688205370175183,0.0,-0.19200532157070452,0.0,0.0,0.0,0.0,0.0,12.085886856757238,0.0,1.5
C,4.0,3.0,3.0,4.0,5.0,0.77,4.843009354729764,6.338499999999999,0.0,0.6432015703483759,1.5547225723630809,0.0,0.0,0.0,0.3868031959938785,0.634,0.3868031959938785,2.0,0.0,0.0,0.3868031959938785,0.0,0.0,0.0,0.0,0.0,11.812132758594233,0.0,1.7
F,1.0,3.0,3.0,7.0,6.0,0.72,5.470583605978434,3.84925,0.0,1.0546909332142147,0.9481450617504202,0.0,0.0,0.0,-0.19188615459403904,-0.317,-0.19188615459403904,2.0,4.68959718045198,0.0,-0.19188615459403904,0.0,0.0,0.0,0.0,0.0,12.087431643383049,0.0,1.5
F,1.0,3.0,3.0,7.0,6.0,0.72,4.011287255981551,3.84925,0.0,0.9233860104690985,1.082970706359283,0.0,0.0,0.0,-0.19188615459403904,-0.317,-0.19188615459403904,2.0,4.68959718045198,0.0,-0.19188615459403904,0.0,0.0,0.0,0.0,0.0,12.087431643383049,0.0,1.5
