SMILES,AtomDegreeDescriptor-aNeg,AtomHybridizationDescriptor-aHyb,AtomHybridizationVSEPRDescriptor-hybr,AtomValenceDescriptor-val,BondsToAtomDescriptor-bondsToAtom,CovalentRadiusDescriptor-covalentRadius,DistanceToAtomDescriptor-distanceToAtom,EffectiveAtomPolarizabilityDescriptor-effAtomPol,IPAtomicHOSEDescriptor-ipAtomicHOSE,InductiveAtomicHardnessDescriptor-indAtomHardnesss,InductiveAtomicSoftnessDescriptor-indAtomSoftness,IsProtonInAromaticSystemDescriptor-protonInArmaticSystem,IsProtonInConjugatedPiSystemDescriptor-protonInConjSystem,PartialPiChargeDescriptor-pepe,PartialSigmaChargeDescriptor-partialSigmaCharge,PartialTChargeMMFF94Descriptor-partialTCMMFF94,PartialTChargePEOEDescriptor-pepeT,PeriodicTablePositionDescriptor-periodicTablePosition,PiElectronegativityDescriptor-elecPiA,ProtonAffinityHOSEDescriptor-protonAffiHOSE,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge1,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge2,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge3,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge4,ProtonTotalPartialChargeDescriptor-protonTotalPartialCharge5,RDFProtonDescriptor_G3R-g3r_1,RDFProtonDescriptor_G3R-g3r_2,RDFProtonDescriptor_G3R-g3r_3,RDFProtonDescriptor_G3R-g3r_4
O,1.0,2.0,2.0,6.0,0.0,0.73,0.0,3.4299140625,0.0,1.5149814440530531,0.6600740912870092,0.0,0.0,-0.08584795437122143,-0.25321567431495234,-0.5920000000000001,-0.3390636286861738,2.0,8.468088432387782,0.0,-0.2526509636239682,0.0,0.0,0.0,0.0,0.0,13.615944491052934,0.0,1.55
C,3.0,2.0,2.0,4.0,1.0,0.77,1.2238817794215258,5.017828125000001,0.0,0.9532250302589828,1.0490702281792883,0.0,0.0,0.04969564776161991,0.3916329242101594,0.9530000000000001,0.44132857197177927,2.0,9.38319920279784,0.0,0.3912845005877757,0.0,0.0,0.0,0.0,0.0,12.667957921682408,0.0,1.7
O,1.0,3.0,3.0,6.0,2.0,0.73,2.2255044327073357,3.8221640624999997,0.0,1.6102221012820457,0.6210323403236163,0.0,0.0,0.036152306609601524,-0.14098244384754033,-1.817,-0.1048301372379388,2.0,5.965250067701895,0.0,-0.14109917125197755,0.0,0.0,0.0,0.0,0.0,12.384672184242364,0.0,1.55
C,4.0,3.0,3.0,4.0,2.0,0.77,2.4899525638051823,5.613406249999998,0.0,0.7553646040129506,1.3238639918886843,0.0,0.0,0.0,0.4510138423965683,0.9720000000000001,0.4510138423965683,2.0,0.0,0.0,0.45152262709313007,0.0,0.0,0.0,0.0,0.0,12.508258360335848,0.0,1.7
F,1.0,3.0,3.0,7.0,3.0,0.72,3.3909705822964606,3.4867031249999996,0.0,1.0982519302506624,0.9105378943169827,0.0,0.0,0.0,-0.1646913164592084,-0.317,-0.1646913164592084,2.0,5.011438298668312,0.0,-0.1647162563726148,0.0,0.0,0.0,0.0,0.0,12.44135348745126,0.0,1.5
F,1.0,3.0,3.0,7.0,3.0,0.72,3.406295321900319,3.4867031249999996,0.0,1.1063713963170676,0.903855616051571,0.0,0.0,0.0,-0.1646913164592084,-0.317,-0.1646913164592084,2.0,5.011438298668312,0.0,-0.1647162563726148,0.0,0.0,0.0,0.0,0.0,12.44135348745126,0.0,1.5
O,2.0,3.0,3.0,6.0,3.0,0.73,2.8544369111963217,5.549687500000002,0.0,0.9135206953539191,1.0946659501923783,0.0,0.0,0.0,-0.23993656965297122,-0.486,-0.23993656965297122,2.0,4.762887700501465,0.0,-0.2410638317787302,0.0,0.0,0.0,0.0,0.0,11.146230655097469,0.0,1.55
C,4.0,3.0,3.0,4.0,4.0,0.77,4.21654420704918,5.800812499999998,0.0,0.7215714271354061,1.3858641880678924,0.0,0.0,0.0,0.45320950891185063,0.877,0.45320950891185063,2.0,0.0,0.0,0.45386323466803,0.0,0.0,0.0,0.0,0.0,12.533729145525172,0.0,1.7
F,1.0,3.0,3.0,7.0,5.0,0.72,4.870433374967775,3.5804062500000002,0.0,1.2515210955406513,0.7990276820447878,0.0,0.0,0.0,-0.16617394727025472,-0.317,-0.16617394727025472,2.0,4.993675365502093,0.0,-0.16621588157171494,0.0,0.0,0.0,0.0,0.0,12.421730071783939,0.0,1.5
F,1.0,3.0,3.0,7.0,5.0,0.72,4.5486722029620905,3.5804062500000002,0.0,1.1699702152142022,0.8547226134444085,0.0,0.0,0.0,-0.16617394727025472,-0.317,-0.16617394727025472,2.0,4.993675365502093,0.0,-0.16621588157171494,0.0,0.0,0.0,0.0,0.0,12.421730071783939,0.0,1.5
C,4.0,3.0,3.0,4.0,5.0,0.77,5.265587028052997,5.804343749999999,0.0,0.6635196872622022,1.507114286429351,0.0,0.0,0.0,0.4530488965310399,0.877,0.4530488965310399,2.0,0.0,0.0,0.4537058066199832,0.0,0.0,0.0,0.0,0.0,12.532015347617541,0.0,1.7
F,1.0,3.0,3.0,7.0,6.0,0.72,5.443906733220178,3.5821718749999993,0.0,0.9805906453824602,1.019793534344772,0.0,0.0,0.0,-0.16617938636837304,-0.317,-0.16617938636837304,2.0,4.993610247351757,0.0,-0.16622069070895562,0.0,0.0,0.0,0.0,0.0,12.421667158306617,0.0,1.5
F,1.0,3.0,3.0,7.0,6.0,0.72,5.32247467631364,3.5821718749999993,0.0,0.9236449302146327,1.0826671237914165,0.0,0.0,0.0,-0.16617938636837304,-0.317,-0.16617938636837304,2.0,4.993610247351757,0.0,-0.16622069070895562,0.0,0.0,0.0,0.0,0.0,12.421667158306617,0.0,1.5
O,2.0,3.0,3.0,6.0,6.0,0.73,6.555583467548865,5.562046875000001,0.0,0.8554726564836576,1.1689444337244033,0.0,0.0,0.0,-0.24136142117710233,-0.486,-0.24136142117710233,2.0,4.746554472509489,0.0,-0.24251243174093248,0.0,0.0,0.0,0.0,0.0,11.128488450480123,0.0,1.55
C,4.0,3.0,3.0,4.0,7.0,0.77,7.60257613773121,5.640773437499998,0.0,0.714438096618127,1.3997013943315906,0.0,0.0,0.0,0.45312063509239536,0.877,0.45312063509239536,2.0,0.0,0.0,0.45376820932811435,0.0,0.0,0.0,0.0,0.0,12.532694666690155,0.0,1.7
F,1.0,3.0,3.0,7.0,8.0,0.72,7.769424370569547,3.5003867187499993,0.0,1.1515697992355078,0.868379841728977,0.0,0.0,0.0,-0.16617851653363877,-0.317,-0.16617851653363877,2.0,4.993620661193349,0.0,-0.1662200843813078,0.0,0.0,0.0,0.0,0.0,12.421675090322381,0.0,1.5
F,1.0,3.0,3.0,7.0,8.0,0.72,8.73463468440438,3.5003867187499993,0.0,1.249266298593276,0.8004698446808659,0.0,0.0,0.0,-0.16617851653363877,-0.317,-0.16617851653363877,2.0,4.993620661193349,0.0,-0.1662200843813078,0.0,0.0,0.0,0.0,0.0,12.421675090322381,0.0,1.5
C,4.0,3.0,3.0,4.0,8.0,0.77,7.905721413002105,5.3918867187499995,0.0,0.6897644532832578,1.4497702733738025,0.0,0.0,0.0,0.45484722911438197,0.877,0.45484722911438197,2.0,0.0,0.0,0.4554256186659762,0.0,0.0,0.0,0.0,0.0,12.550742668331761,0.0,1.7
F,1.0,3.0,3.0,7.0,9.0,0.72,7.132863666158214,3.375943359375,0.0,0.99684020510169,1.0031698108504639,0.0,0.0,0.0,-0.16612775490626785,-0.317,-0.16612775490626785,2.0,4.994228404796247,0.0,-0.16617602220559347,0.0,0.0,0.0,0.0,0.0,12.422251518975061,0.0,1.5
