1,2,3,4,8,6,5,7,9,11,10,13,12,14,15,17,16,24,18,23,21,19,20,22,0
0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,24,18,19,21,23,20,22,1
1,0,3,5,7,6,4,8,9,10,11,14,12,13,15,16,17,24,19,18,21,23,20,22,2
4,5,6,1,8,7,2,0,9,10,11,12,13,14,15,16,17,18,24,19,21,23,20,22,3
3,5,6,1,11,8,0,9,10,2,7,12,13,14,17,15,16,18,24,23,21,19,20,22,4
3,4,6,1,10,2,7,9,11,0,8,12,14,16,13,15,17,18,19,24,21,20,23,22,5
8,7,3,9,10,11,4,5,1,12,13,14,0,2,15,16,17,24,18,19,21,23,20,22,6
6,8,9,3,14,1,10,5,12,2,13,11,4,0,15,16,24,17,19,18,21,23,20,22,7
6,7,9,3,13,1,11,4,12,0,14,10,5,2,15,17,24,16,23,18,21,19,20,22,8
10,11,6,12,13,8,7,14,3,15,16,5,4,17,1,18,19,24,21,2,0,23,20,22,9
9,11,6,12,16,5,14,7,3,15,4,17,13,8,18,1,19,2,20,24,0,21,23,22,10
9,10,12,6,4,17,8,13,15,3,16,5,14,7,1,18,23,0,21,24,20,19,2,22,11
14,13,15,9,17,11,16,10,6,18,7,8,24,19,21,23,20,3,5,4,22,1,2,0,12
12,14,24,15,9,8,17,11,21,6,23,18,7,16,10,19,22,20,3,4,5,1,0,2,13
12,13,15,9,7,19,10,18,24,6,16,8,21,17,11,20,23,3,22,5,4,1,2,0,14
17,16,18,12,20,13,14,19,9,21,11,10,23,24,22,6,8,7,3,4,5,1,2,0,15
15,17,18,12,10,20,19,9,14,11,13,21,23,6,24,7,22,5,8,3,4,1,2,0,16
15,16,12,18,11,23,13,20,9,21,10,14,19,24,22,6,8,7,4,3,5,1,0,2,17
19,20,21,15,16,17,22,24,23,12,14,13,9,10,11,6,7,8,3,5,4,1,2,0,18
18,20,21,15,14,16,24,22,12,17,23,13,9,10,11,7,6,8,3,5,4,1,2,0,19
18,19,15,21,16,22,17,23,24,12,14,13,9,10,11,6,7,8,3,5,4,1,2,0,20
23,24,22,18,20,19,15,13,17,12,14,16,9,11,10,8,6,7,3,4,5,1,0,2,21
21,24,23,18,20,19,15,13,17,12,14,16,9,11,10,8,6,7,3,4,5,1,0,2,22
21,22,24,18,17,20,13,15,12,19,16,14,11,9,8,10,6,7,4,3,5,1,0,2,23
21,22,23,13,18,19,14,12,15,20,17,16,9,8,7,11,6,10,3,4,5,1,0,2,24
