Group,IsPFAS(haveCF2),Compound name,Code,Solvent_used_for_NMR,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
,True,"1,1,1-trifluorodecan-4-one",From_Review_325,CDCl3,CCCCCCC(=O)CCC(F)(F)F,,0.0,,,,,,,,,,,,-67.0,-67.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluoro-1-phenylbutan-1-one",From_Review_326,CDCl3,O=C(CCC(F)(F)F)c1ccccc1,,0.0,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroacetic acid",From_Review_327,CDCl3,O=C(O)C(F)(F)F,,0.0,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 2,2,2-trifluoroacetate",From_Review_328,CDCl3,CCOC(=O)C(F)(F)F,,0.0,,,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroacetyl chloride",From_Review_329,CDCl3,O=C(Cl)C(F)(F)F,,0.0,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroacetyl fluoride",From_Review_330,CDCl3,O=C(F)C(F)(F)F,,0.0,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroacetic anhydride",From_Review_331,CDCl3,O=C(OC(=O)C(F)(F)F)C(F)(F)F,,0.0,,,,,,,-76.0,-76.0,-76.0,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoropropanoic acid",From_Review_332,CDCl3,O=C(O)CC(F)(F)F,,0.0,,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 3,3,3-trifluoropropanoate",From_Review_333,CDCl3,CCOC(=O)CC(F)(F)F,,0.0,,,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobutanoic acid",From_Review_334,CDCl3,O=C(O)CCC(F)(F)F,,0.0,,,,,,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 3,3,3-trifluoro-2-oxopropanoate",From_Review_335,CDCl3,COC(=O)C(=O)C(F)(F)F,,0.0,,,,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 3,3,3-trifluoro-2,2-dihydroxypropanoate",From_Review_336,CDCl3,COC(=O)C(O)(O)C(F)(F)F,,0.0,,,,,,,,,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 4,4,4-trifluoro-3-oxobutanoate",From_Review_337,CDCl3,COC(=O)CC(=O)C(F)(F)F,,0.0,,,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,methyl trifluoromethanesulfonate,From_Review_338,CDCl3,COS(=O)(=O)C(F)(F)F,,0.0,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethanesulfonic anhydride,From_Review_339,CDCl3,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,,0.0,,,,,,,,,-72.0,-72.0,-72.0,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethanesulfonyl chloride,From_Review_340,CDCl3,O=S(=O)(Cl)C(F)(F)F,,0.0,,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoroprop-1-ene",From_Review_341,CDCl3,C=CC(F)(F)F,,0.0,,,,-67.0,-67.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,1,1-trifluorohept-2-ene",From_Review_342,CDCl3,CCCC/C=C/C(F)(F)F,,0.0,,,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1,1,1-trifluorohept-2-ene",From_Review_343,CDCl3,CCCC/C=C\C(F)(F)F,,0.0,,,,,,,,-59.0,-59.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,1,1-trifluoronon-2-ene",From_Review_344,CDCl3,CCCCCC/C=C/C(F)(F)F,,0.0,,,,,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1-methyl-4-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_345,CDCl3,Cc1ccc(/C=C/C(F)(F)F)cc1,,0.0,,,,,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_346,CDCl3,FC(F)(F)/C=C/c1ccccc1,,0.0,-63.0,,-63,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_347,CDCl3,FC(F)(F)/C=C\c1ccccc1,,0.0,-58.0,,-58,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(2E,4E)-1,1,1-trifluorodeca-2,4-diene",From_Review_348,CDCl3,CCCCC/C=C/C=C/C(F)(F)F,,0.0,,,,,,,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"((1E,3E)-5,5,5-trifluoropenta-1,3-dien-1-yl)benzene",From_Review_349,CDCl3,FC(F)(F)/C=C/C=C/c1ccccc1,,0.0,-63.0,,-63,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,2-(trifluoromethyl)non-1-ene,From_Review_350,CDCl3,C=C(CCCCCCC)C(F)(F)F,,0.0,,,,,,,,,,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobut-1-ene",From_Review_351,CDCl3,C=CCC(F)(F)F,,0.0,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-(4,4,4-trifluorobut-1-en-1-yl)benzene",From_Review_352,CDCl3,FC(F)(F)C/C=C/c1ccccc1,,0.0,-65.0,,-65,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,1,1-trifluorohept-3-ene",From_Review_353,CDCl3,CCC/C=C/CC(F)(F)F,,0.0,,,,,,,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1,1,1,4,4,4-hexafluorobut-2-ene",From_Review_354,CDCl3,FC(F)(F)/C=C/C(F)(F)F,,0.0,-66.4,,-66.4,-66.4,,,,-66.4,-66.4,-66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1,1,1,4,4,4-hexafluorobut-2-ene",From_Review_355,CDCl3,FC(F)(F)/C=C\C(F)(F)F,,0.0,-60.6,,-60.6,-60.6,,,,-60.6,-60.6,-60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoro-2-(trifluoromethyl)prop-1-ene",From_Review_356,CDCl3,C=C(C(F)(F)F)C(F)(F)F,,0.0,,,,-65.7,-65.7,-65.7,,-65.7,-65.7,-65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-4,4,4-trifluorobut-2-enal",From_Review_357,CDCl3,O=C/C=C/C(F)(F)F,,0.0,,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-5,5,5-trifluoropent-3-en-2-one",From_Review_358,CDCl3,CC(=O)/C=C/C(F)(F)F,,0.0,,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-4,4,4-trifluoro-1-phenylbut-2-en-1-one",From_Review_359,CDCl3,O=C(/C=C/C(F)(F)F)c1ccccc1,,0.0,,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-4,4,4-trifluoro-2-methyl-1-phenylbut-2-en-1-one",From_Review_360,CDCl3,C/C(=C\C(F)(F)F)C(=O)c1ccccc1,,0.0,,,,,-60.0,-60.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-4,4,4-trifluorobut-2-enoic acid",From_Review_361,CDCl3,O=C(O)/C=C/C(F)(F)F,,0.0,,,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,1-phenyl-2-(trifluoromethyl)prop-2-en-1-one,From_Review_362,CDCl3,C=C(C(=O)c1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,2-(trifluoromethyl)dec-1-en-3-one,From_Review_363,CDCl3,C=C(C(=O)CCCCCCC)C(F)(F)F,,0.0,,,,,,,,,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoroprop-1-yne",From_Review_364,CDCl3,C#CC(F)(F)F,,0.0,,,,-52.0,-52.0,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluorobut-2-yne,From_Review_365,CDCl3,FC(F)(F)C#CC(F)(F)F,,0.0,-53.0,,-53,-53.0,,,,-53.0,-53.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobut-1-yne",From_Review_366,CDCl3,C#CCC(F)(F)F,,0.0,,,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2-bis(trifluoromethyl)benzene",From_Review_367,CDCl3,FC(F)(F)c1ccccc1C(F)(F)F,,0.0,-59.6,,-59.6,-59.6,,,,,,,,-59.6,-59.6,-59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,3-bis(trifluoromethyl)benzene",From_Review_368,CDCl3,FC(F)(F)c1cccc(C(F)(F)F)c1,,0.0,-63.3,,-63.3,-63.3,,,,,,,-63.3,-63.3,-63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,4-bis(trifluoromethyl)benzene",From_Review_369,CDCl3,FC(F)(F)c1ccc(C(F)(F)F)cc1,,0.0,-63.5,,-63.5,-63.5,,,,,,-63.5,-63.5,-63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,4-tris(trifluoromethyl)benzene",From_Review_370,CDCl3,FC(F)(F)c1ccc(C(F)(F)F)c(C(F)(F)F)c1,,0.0,-63.8,,-63.8,-63.8,,,,,,-60.0,-60.0,-60.0,,,-60.0,-60.0,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,3-tris(trifluoromethyl)benzene",From_Review_371,CDCl3,FC(F)(F)c1cccc(C(F)(F)F)c1C(F)(F)F,,0.0,-58.0,,-58,-58.0,,,,,,,-58.0,-58.0,-58.0,,,-55.0,-55,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,3,5-tris(trifluoromethyl)benzene",From_Review_372,CDCl3,FC(F)(F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,0.0,-63.4,,-63.4,-63.4,,,,,-63.4,-63.4,-63.4,,,,-63.4,-63.4,-63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,3,5-tetrakis(trifluoromethyl)benzene",From_Review_373,CDCl3,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1,,0.0,-63.9,,-63.9,-63.9,,,,,-59.5,-59.5,-59.5,,,-55.2,-55.2,-55.2,,,-59.5,-59.5,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,4,5-tetrakis(trifluoromethyl)benzene",From_Review_374,CDCl3,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F,,0.0,-60.3,,-60.3,-60.3,,,,,-60.3,-60.3,-60.3,,,-60.3,-60.3,-60.3,,,,-60.3,-60.3,-60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,3,4-tetrakis(trifluoromethyl)benzene",From_Review_375,CDCl3,FC(F)(F)c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,-61.2,,-61.2,-61.2,,,,,,-61.2,-61.2,-61.2,,,-61.2,-61.2,-61.2,,,-61.2,-61.2,-61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,3,4,5-pentakis(trifluoromethyl)benzene",From_Review_376,CDCl3,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,-59.3,,-59.3,-59.3,,,,,-59.3,-59.3,-59.3,,,-54.8,-54.8,-54.8,,,-52.3,-52.3,-52.3,,,-54.8,-54.8,-54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,3,4,5,6-hexakis(trifluoromethyl)benzene",From_Review_377,CDCl3,FC(F)(F)c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,-52.6,,-52.6,-52.6,,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-methyl-2,3,4,5,6-pentakis(trifluoromethyl)benzene",From_Review_378,CDCl3,Cc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,,,,,-55.5,-55.5,-55.5,,,-53.5,-53.5,-53.5,,,-52.4,-52.4,,,,-53.5,-53.5,-53.5,,,-55.5,-55.5,-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",From_Review_379,CDCl3,Oc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,,,,,-55.8,-55.8,-55.8,,,-51.5,-51.5,-51.5,,,-49.4,-49.4,-49.4,,,-51.5,-51.5,-51.5,,,-55.8,-55.8,-55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",From_Review_380,CDCl3,Nc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0.0,,,,,-58.9,-58.9,-58.9,,,-53.3,-53.3,-53.3,,,-51.0,-51.0,-51,,,-53.3,-53.3,-53.3,,,-58.9,-58.9,-58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2-tetrafluorohexane",From_Review_381,CDCl3,CCCCC(F)(F)C(F)F,,0.0,,,,,,-117.0,-117.0,,-136.0,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(2,2,3,3-tetrafluorooctyl)benzene",From_Review_382,CDCl3,CCCCCC(F)(F)C(F)(F)Cc1ccccc1,,0.0,,,,,,,-116.0,-116.0,,-116.4,-116.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane",From_Review_383,CDCl3,FC(F)C(F)(F)OCC(F)(F)F,,0.0,-138.0,,-138,,-94.0,-94.0,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2-tetrafluoro-1-methoxyethane",From_Review_384,CDCl3,COC(F)(F)C(F)F,,0.0,,,,,,,-137.0,-137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,4,4-tetrafluoro-2-methylbutan-2-ol",From_Review_385,CDCl3,CC(C)(O)C(F)(F)C(F)F,,0.0,,,,,,-130.0,-130.0,,-136.0,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2-tetrafluoropropane",From_Review_386,CDCl3,CC(F)C(F)(F)F,,0.0,,,-195,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2-pentafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethane",From_Review_387,CDCl3,FC(OC(F)(F)C(F)(F)F)C(F)(F)F,,0.0,-146.0,,,,-89.5,-91.2,,-87.0,-87.0,-87.0,,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2-pentafluoro-2-methoxyethane",From_Review_388,CDCl3,COC(F)(F)C(F)(F)F,,0.0,,,,-92.3,-92.3,,-86.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,ethyl(perfluoroethyl)sulfane,From_Review_389,CDCl3,CCSC(F)(F)C(F)(F)F,,0.0,,,,,-92.1,-92.1,,-84.7,-84.7,-84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,3,3-hexafluoro-3-methoxypropane",From_Review_390,CDCl3,COC(F)(F)C(F)C(F)(F)F,,0.0,,,,-85.0,-85.0,,-212.0,,-76.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoro-3-((1,1,2,3,3,3-hexafluoropropyl)thio)propan-2-one",From_Review_391,CDCl3,O=C(CSC(F)(F)C(F)C(F)(F)F)C(F)(F)F,,0.0,,,,,,-83.0,-83.0,,-207.0,,-79.0,-79.0,-79.0,,-77.0,-77.0,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,4,5,5,5-hexafluoro-2-methylpentan-2-ol",From_Review_392,CDCl3,CC(C)(O)C(F)(F)C(F)C(F)(F)F,,0.0,,,,,,-123.1,-123.1,,-206.0,,-73.0,-73.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,5,5,6,6-hexafluorohex-1-ene",From_Review_393,CDCl3,C=CCC(F)(F)C(F)(F)C(F)F,,0.0,,,,,-115.0,-115.0,,-132.0,-132.0,,-138.0,-138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2,3,3-hexafluorocyclohexane",From_Review_394,CDCl3,FC1(F)CCCC(F)(F)C1(F)F,,0.0,-118.0,,-118,,,,,-118.0,-118.0,,-139.0,-139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2,3,3,4,4-octafluorocyclohexane",From_Review_395,CDCl3,FC1(F)CCC(F)(F)C(F)(F)C1(F)F,,0.0,-118.0,,-118,,,,-118.0,-118.0,,-135.0,-135.0,,-135.0,-135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluorocyclopropane,From_Review_396,CDCl3,FC1(F)C(F)(F)C1(F)F,,0.0,-159.0,,-159,,-159.0,-159.0,,-159.0,-159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,3,3,3-hexafluoro-2-methoxypropane",From_Review_397,CDCl3,COC(C(F)(F)F)C(F)(F)F,,0.0,,,,,-75.0,-75.0,-75.0,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(1,1,1,3,3,3-hexafluoropropan-2-yl)benzene",From_Review_398,CDCl3,FC(F)(F)C(c1ccccc1)C(F)(F)F,,0.0,-65.0,,-65,-65.0,,,,,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3-heptafluoro-3-methoxypropane",From_Review_399,CDCl3,COC(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,-90.0,-90.0,,-130.0,-130.0,,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(perfluoropropyl)(p-tolyl)sulfane,From_Review_400,CDCl3,Cc1ccc(SC(F)(F)C(F)(F)C(F)(F)F)cc1,,0.0,,,,,,,,-88.0,-88.0,,-123.0,-123.0,,-80.0,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3-heptafluoropentadecane",From_Review_401,CDCl3,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,,,,,,,,,-116.0,-116.0,,-128,-128.0,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,3,3,4,4,4-heptafluorobutan-1-ol",From_Review_402,CDCl3,OCC(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,-122.0,-122.0,,-128.0,-128.0,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,3,3,4,4,4-heptafluorobutanoic acid",From_Review_403,CDCl3,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,-118.0,-118.0,,-127.0,-127.0,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-(ethoxycarbonyl)-3,3,4,4,5,5,5-heptafluoro-2-methylpentanoic acid",From_Review_404,CDCl3,CCOC(=O)C(C)(C(=O)O)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,,,,,,,-110.0,-110.0,,-121.0,-121.0,,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(perfluoropent-1-yn-1-yl)benzene,From_Review_405,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C#Cc1ccccc1,,0.0,-81.0,,-81,-81.0,,-127.0,-127.0,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,3,3,3-heptafluoro-2-methoxypropane",From_Review_406,CDCl3,COC(F)(C(F)(F)F)C(F)(F)F,,0.0,,,,-145.0,,-79.0,-79.0,-79.0,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
